Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
L-HDL-CE,0.1083,0.3403,Cholesteryl Esters in Large HDL
XS-VLDL-CE%,0.0887,0.1596,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
Creatinine,0.1725,0.1122,Creatinine
Gly,0.0962,0.0501,Glycine
LA%,0.0897,0.0500,Linoleic Acid to Total-Fatty Acids percentage
ApoB/ApoA1,0.0535,0.0486,Apolipoprotein B to Apolipoprotein A1 ratio
GlycA,0.0768,0.0385,Glycoprotein Acetyls
Albumin,0.0757,0.0324,Albumin
IDL-CE%,0.0272,0.0264,Cholesteryl Esters to Total-Lipids in IDL percentage
LA,0.0435,0.0257,Linoleic Acid
S-LDL-CE%,0.0352,0.0245,Cholesteryl Esters to Total-Lipids in Small LDL percentage
L-HDL-CE%,0.0203,0.0221,Cholesteryl Esters to Total-Lipids in Large HDL percentage
L-LDL-TG%,0.0222,0.0188,Triglycerides to Total-Lipids in Large LDL percentage
S-LDL-C%,0.0063,0.0065,Cholesterol to Total-Lipids in Small LDL percentage
3-Hydroxybutyrate,0.0157,0.0061,3-Hydroxybutyrate
L-HDL-C%,0.0022,0.0061,Cholesterol to Total-Lipids in Large HDL percentage
S-HDL-FC%,0.0098,0.0049,Free Cholesterol to Total-Lipids in Small HDL percentage
L-LDL-C%,0.0143,0.0047,Cholesterol to Total-Lipids in Large LDL percentage
L-LDL-TG,0.0092,0.0045,Triglycerides in Large LDL
IDL-CE,0.0062,0.0033,Cholesteryl Esters in IDL
XS-VLDL-CE,0.0052,0.0029,Cholesteryl Esters in Very Small VLDL
IDL-P,0.0038,0.0025,Concentration of IDL Particles
L-HDL-C,0.0027,0.0022,Cholesterol in Large HDL
Glu-lactate,0.0042,0.0015,Glucose-lactate
IDL-TG%,0.0010,0.0011,Triglycerides to Total-Lipids in IDL percentage
HDL-L,0.0015,0.0010,Total-Lipids in HDL
M-LDL-TG,0.0020,0.0008,Triglycerides in Medium LDL
HDL-CE,0.0005,0.0007,Cholesteryl Esters in HDL
Tyr,0.0025,0.0007,Tyrosine
S-LDL-PL,0.0018,0.0005,Phospholipids in Small LDL
TG/PG,0.0002,0.0003,Triglycerides to Phosphoglycerides ratio
S-LDL-PL%,0.0007,0.0002,Phospholipids to Total-Lipids in Small LDL percentage
XL-HDL-FC%,0.0003,0.0002,Free Cholesterol to Total-Lipids in Very Large HDL percentage
Sc-ala,0.0003,0.0001,Spectrometer-corrected alanine
