Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
GlycA,0.1950,0.2144,Glycoprotein Acetyls
Albumin,0.2313,0.1801,Albumin
LA%,0.1090,0.1534,Linoleic Acid to Total-Fatty Acids percentage
L-LDL-TG%,0.0400,0.1048,Triglycerides to Total-Lipids in Large LDL percentage
IDL-CE%,0.0545,0.0731,Cholesteryl Esters to Total-Lipids in IDL percentage
L-HDL-PL%,0.0407,0.0555,Phospholipids to Total-Lipids in Large HDL percentage
L-LDL-C%,0.0247,0.0322,Cholesterol to Total-Lipids in Large LDL percentage
M-HDL-PL,0.0383,0.0261,Phospholipids in Medium HDL
Glu,0.0305,0.0184,Glucose
VLDL-size,0.0222,0.0119,Average Diameter for VLDL Particles
S-HDL-PL%,0.0155,0.0110,Phospholipids to Total-Lipids in Small HDL percentage
Acetoacetate,0.0182,0.0104,Acetoacetate
L-HDL-CE%,0.0150,0.0094,Cholesteryl Esters to Total-Lipids in Large HDL percentage
Creatinine,0.0143,0.0089,Creatinine
XL-HDL-FC,0.0142,0.0087,Free Cholesterol in Very Large HDL
LA,0.0118,0.0083,Linoleic Acid
XXL-VLDL-FC%,0.0140,0.0077,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Total-BCAA,0.0095,0.0062,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Glu-lactate,0.0105,0.0061,Glucose-lactate
S-HDL-C,0.0060,0.0050,Cholesterol in Small HDL
XS-VLDL-PL%,0.0072,0.0045,Phospholipids to Total-Lipids in Very Small VLDL percentage
XXL-VLDL-CE,0.0080,0.0044,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
His,0.0087,0.0043,Histidine
Citrate,0.0070,0.0034,Citrate
Leu,0.0063,0.0033,Leucine
S-LDL-CE,0.0028,0.0032,Cholesteryl Esters in Small LDL
Lactate,0.0067,0.0030,Lactate
PUFA%,0.0028,0.0029,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
L-VLDL-FC%,0.0053,0.0028,Free Cholesterol to Total-Lipids in Large VLDL percentage
Tyr,0.0052,0.0025,Tyrosine
L-LDL-TG,0.0027,0.0024,Triglycerides in Large LDL
Gly,0.0048,0.0022,Glycine
S-HDL-CE,0.0025,0.0016,Cholesteryl Esters in Small HDL
Val,0.0023,0.0016,Valine
S-HDL-FC,0.0018,0.0014,Free Cholesterol in Small HDL
Sc-ala,0.0030,0.0011,Spectrometer-corrected alanine
XXL-VLDL-PL%,0.0018,0.0009,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-LDL-CE%,0.0018,0.0009,Cholesteryl Esters to Total-Lipids in Small LDL percentage
S-HDL-PL,0.0010,0.0007,Phospholipids in Small HDL
Phe,0.0010,0.0004,Phenylalanine
LDL-size,0.0008,0.0004,Average Diameter for LDL Particles
Acetone,0.0005,0.0001,Acetone
XS-VLDL-CE%,0.0003,0.0001,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
3-Hydroxybutyrate,0.0003,9.6074e-05,3-Hydroxybutyrate
