Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Gly,0.0927,0.0700,Glycine
GlycA,0.0657,0.0583,Glycoprotein Acetyls
Lactate,0.0317,0.0473,Lactate
Creatinine,0.0745,0.0437,Creatinine
Phe,0.0322,0.0371,Phenylalanine
DHA,0.0515,0.0346,Docosahexaenoic Acid
3-Hydroxybutyrate,0.0325,0.0337,3-Hydroxybutyrate
Acetoacetate,0.0287,0.0326,Acetoacetate
LA%,0.0240,0.0297,Linoleic Acid to Total-Fatty Acids percentage
Citrate,0.0207,0.0281,Citrate
Albumin,0.0232,0.0279,Albumin
IDL-FC%,0.0462,0.0275,Free Cholesterol to Total-Lipids in IDL percentage
Omega-6/Omega-3,0.0393,0.0269,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
Tyr,0.0183,0.0269,Tyrosine
Pyruvate,0.0270,0.0265,Pyruvate
Gln,0.0210,0.0257,Glutamine
Ala,0.0152,0.0255,Alanine
S-LDL-PL%,0.0180,0.0216,Phospholipids to Total-Lipids in Small LDL percentage
XL-VLDL-PL%,0.0235,0.0201,Phospholipids to Total-Lipids in Very Large VLDL percentage
XXL-VLDL-TG%,0.0075,0.0177,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XS-VLDL-FC,0.0235,0.0169,Free Cholesterol in Very Small VLDL
Acetate,0.0070,0.0155,Acetate
Omega-3%,0.0140,0.0143,Omega-3 Fatty Acids to Total-Fatty Acids percentage
His,0.0163,0.0140,Histidine
L-LDL-CE%,0.0085,0.0138,Cholesteryl Esters to Total-Lipids in Large LDL percentage
L-VLDL-PL%,0.0068,0.0122,Phospholipids to Total-Lipids in Large VLDL percentage
M-LDL-C%,0.0090,0.0115,Cholesterol to Total-Lipids in Medium LDL percentage
XXL-VLDL-PL%,0.0072,0.0109,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
LDL-size,0.0070,0.0096,Average Diameter for LDL Particles
L-VLDL-FC%,0.0082,0.0096,Free Cholesterol to Total-Lipids in Large VLDL percentage
XS-VLDL-FC%,0.0117,0.0091,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
L-HDL-PL%,0.0120,0.0088,Phospholipids to Total-Lipids in Large HDL percentage
IDL-PL%,0.0070,0.0078,Phospholipids to Total-Lipids in IDL percentage
VLDL-TG,0.0085,0.0077,Triglycerides in VLDL
S-HDL-PL%,0.0098,0.0075,Phospholipids to Total-Lipids in Small HDL percentage
DHA%,0.0052,0.0074,Docosahexaenoic Acid to Total-Fatty Acids percentage
Sc-ala,0.0042,0.0073,Spectrometer-corrected alanine
XS-VLDL-C,0.0065,0.0072,Cholesterol in Very Small VLDL
LA,0.0093,0.0071,Linoleic Acid
S-LDL-CE%,0.0068,0.0069,Cholesteryl Esters to Total-Lipids in Small LDL percentage
Val,0.0080,0.0067,Valine
Unsaturation,0.0050,0.0065,Degree of Unsaturation
XL-HDL-FC%,0.0030,0.0060,Free Cholesterol to Total-Lipids in Very Large HDL percentage
L-LDL-FC%,0.0098,0.0060,Free Cholesterol to Total-Lipids in Large LDL percentage
S-HDL-CE,0.0042,0.0059,Cholesteryl Esters in Small HDL
XL-HDL-TG,0.0037,0.0057,Triglycerides in Very Large HDL
Glu-lactate,0.0020,0.0055,Glucose-lactate
PUFA%,0.0038,0.0054,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
Acetone,0.0058,0.0054,Acetone
XXL-VLDL-C%,0.0022,0.0053,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-VLDL-TG,0.0048,0.0051,Triglycerides in Small VLDL
XXL-VLDL-CE%,0.0022,0.0049,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
M-HDL-TG%,0.0040,0.0048,Triglycerides to Total-Lipids in Medium HDL percentage
Leu,0.0053,0.0047,Leucine
XL-HDL-TG%,0.0012,0.0041,Triglycerides to Total-Lipids in Very Large HDL percentage
PUFA/MUFA,0.0040,0.0040,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
L-LDL-PL%,0.0032,0.0038,Phospholipids to Total-Lipids in Large LDL percentage
Glu,0.0010,0.0038,Glucose
L-HDL-PL,0.0010,0.0035,Phospholipids in Large HDL
XL-HDL-CE%,0.0012,0.0031,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
M-LDL-CE%,0.0042,0.0029,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
S-HDL-FC%,0.0025,0.0027,Free Cholesterol to Total-Lipids in Small HDL percentage
L-LDL-TG%,0.0052,0.0025,Triglycerides to Total-Lipids in Large LDL percentage
S-VLDL-FC%,0.0050,0.0024,Free Cholesterol to Total-Lipids in Small VLDL percentage
Total-BCAA,0.0015,0.0024,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
L-HDL-TG,0.0017,0.0021,Triglycerides in Large HDL
M-LDL-TG%,0.0032,0.0021,Triglycerides to Total-Lipids in Medium LDL percentage
M-HDL-TG,0.0018,0.0020,Triglycerides in Medium HDL
M-HDL-C%,0.0013,0.0019,Cholesterol to Total-Lipids in Medium HDL percentage
