Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Tyr,0.1102,0.1001,Tyrosine
Omega-6/Omega-3,0.0712,0.0824,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
Omega-3%,0.0628,0.0749,Omega-3 Fatty Acids to Total-Fatty Acids percentage
Albumin,0.0747,0.0645,Albumin
Gln,0.0708,0.0598,Glutamine
S-LDL-CE%,0.0525,0.0513,Cholesteryl Esters to Total-Lipids in Small LDL percentage
Glu,0.0567,0.0452,Glucose
His,0.0467,0.0391,Histidine
LA%,0.0333,0.0337,Linoleic Acid to Total-Fatty Acids percentage
GlycA,0.0255,0.0283,Glycoprotein Acetyls
DHA%,0.0290,0.0264,Docosahexaenoic Acid to Total-Fatty Acids percentage
Acetoacetate,0.0287,0.0260,Acetoacetate
Ala,0.0207,0.0215,Alanine
S-LDL-C%,0.0190,0.0214,Cholesterol to Total-Lipids in Small LDL percentage
IDL-CE%,0.0167,0.0199,Cholesteryl Esters to Total-Lipids in IDL percentage
Creatinine,0.0213,0.0180,Creatinine
Acetone,0.0188,0.0168,Acetone
IDL-PL%,0.0110,0.0168,Phospholipids to Total-Lipids in IDL percentage
XXL-VLDL-CE%,0.0112,0.0148,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
M-LDL-CE%,0.0120,0.0144,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
Pyruvate,0.0132,0.0141,Pyruvate
S-HDL-FC%,0.0152,0.0139,Free Cholesterol to Total-Lipids in Small HDL percentage
Sc-ala,0.0110,0.0137,Spectrometer-corrected alanine
Ile,0.0098,0.0116,Isoleucine
L-LDL-CE%,0.0118,0.0114,Cholesteryl Esters to Total-Lipids in Large LDL percentage
3-Hydroxybutyrate,0.0107,0.0107,3-Hydroxybutyrate
L-HDL-CE%,0.0087,0.0106,Cholesteryl Esters to Total-Lipids in Large HDL percentage
MUFA%,0.0075,0.0092,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
Val,0.0098,0.0087,Valine
XXL-VLDL-PL%,0.0050,0.0087,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Gly,0.0097,0.0085,Glycine
Glu-lactate,0.0087,0.0077,Glucose-lactate
Lactate,0.0057,0.0072,Lactate
LA,0.0060,0.0070,Linoleic Acid
Omega-6%,0.0057,0.0065,Omega-6 Fatty Acids to Total-Fatty Acids percentage
XXL-VLDL-C%,0.0063,0.0058,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
M-LDL-PL%,0.0033,0.0057,Phospholipids to Total-Lipids in Medium LDL percentage
Acetate,0.0047,0.0056,Acetate
XL-HDL-C%,0.0028,0.0053,Cholesterol to Total-Lipids in Very Large HDL percentage
XXL-VLDL-FC%,0.0050,0.0052,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-VLDL-FC%,0.0053,0.0051,Free Cholesterol to Total-Lipids in Large VLDL percentage
Total-BCAA,0.0043,0.0044,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
ApoB/ApoA1,0.0030,0.0043,Apolipoprotein B to Apolipoprotein A1 ratio
PUFA/MUFA,0.0032,0.0043,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
DHA,0.0033,0.0040,Docosahexaenoic Acid
S-HDL-PL%,0.0035,0.0036,Phospholipids to Total-Lipids in Small HDL percentage
Citrate,0.0028,0.0026,Citrate
Omega-3,0.0033,0.0026,Omega-3 Fatty Acids
Unsaturation,0.0022,0.0024,Degree of Unsaturation
M-LDL-C%,0.0023,0.0023,Cholesterol to Total-Lipids in Medium LDL percentage
SFA%,0.0025,0.0022,Saturated Fatty Acids to Total-Fatty Acids percentage
L-LDL-C%,0.0023,0.0022,Cholesterol to Total-Lipids in Large LDL percentage
L-LDL-PL%,0.0032,0.0021,Phospholipids to Total-Lipids in Large LDL percentage
TG/PG,0.0010,0.0017,Triglycerides to Phosphoglycerides ratio
S-LDL-PL%,0.0012,0.0010,Phospholipids to Total-Lipids in Small LDL percentage
Phe,0.0008,0.0009,Phenylalanine
IDL-FC%,0.0005,0.0009,Free Cholesterol to Total-Lipids in IDL percentage
L-HDL-PL%,0.0008,0.0005,Phospholipids to Total-Lipids in Large HDL percentage
Leu,0.0005,0.0004,Leucine
XS-VLDL-FC%,0.0003,0.0003,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
XXL-VLDL-TG%,0.0003,0.0003,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
