Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Glu-lactate,0.0840,0.0798,Glucose-lactate
Glu,0.0758,0.0620,Glucose
IDL-CE%,0.0527,0.0509,Cholesteryl Esters to Total-Lipids in IDL percentage
Tyr,0.0410,0.0489,Tyrosine
Albumin,0.0683,0.0481,Albumin
Acetate,0.0388,0.0417,Acetate
Phe,0.0440,0.0375,Phenylalanine
SFA%,0.0388,0.0348,Saturated Fatty Acids to Total-Fatty Acids percentage
Creatinine,0.0200,0.0337,Creatinine
L-LDL-FC%,0.0383,0.0337,Free Cholesterol to Total-Lipids in Large LDL percentage
LA%,0.0290,0.0273,Linoleic Acid to Total-Fatty Acids percentage
Ile,0.0165,0.0253,Isoleucine
Acetoacetate,0.0263,0.0245,Acetoacetate
LDL-size,0.0208,0.0240,Average Diameter for LDL Particles
Lactate,0.0220,0.0239,Lactate
GlycA,0.0313,0.0222,Glycoprotein Acetyls
XS-VLDL-PL%,0.0348,0.0220,Phospholipids to Total-Lipids in Very Small VLDL percentage
Leu,0.0162,0.0217,Leucine
Pyruvate,0.0152,0.0212,Pyruvate
Ala,0.0163,0.0209,Alanine
M-LDL-PL%,0.0185,0.0201,Phospholipids to Total-Lipids in Medium LDL percentage
His,0.0132,0.0194,Histidine
Val,0.0122,0.0182,Valine
M-LDL-CE%,0.0180,0.0179,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
3-Hydroxybutyrate,0.0172,0.0168,3-Hydroxybutyrate
L-LDL-CE%,0.0103,0.0167,Cholesteryl Esters to Total-Lipids in Large LDL percentage
Omega-6/Omega-3,0.0202,0.0161,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
IDL-FC%,0.0140,0.0133,Free Cholesterol to Total-Lipids in IDL percentage
Gln,0.0100,0.0133,Glutamine
Omega-3%,0.0118,0.0119,Omega-3 Fatty Acids to Total-Fatty Acids percentage
XL-HDL-CE%,0.0105,0.0108,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
IDL-PL%,0.0083,0.0102,Phospholipids to Total-Lipids in IDL percentage
Acetone,0.0077,0.0097,Acetone
Gly,0.0058,0.0087,Glycine
Sc-ala,0.0067,0.0084,Spectrometer-corrected alanine
S-HDL-CE,0.0065,0.0076,Cholesteryl Esters in Small HDL
Total-BCAA,0.0058,0.0074,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
XS-VLDL-FC%,0.0050,0.0058,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
LA,0.0058,0.0057,Linoleic Acid
XL-HDL-TG,0.0067,0.0056,Triglycerides in Very Large HDL
XXL-VLDL-PL%,0.0057,0.0055,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-HDL-PL%,0.0050,0.0047,Phospholipids to Total-Lipids in Large HDL percentage
IDL-C%,0.0048,0.0042,Cholesterol to Total-Lipids in IDL percentage
PUFA/MUFA,0.0048,0.0042,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
S-HDL-FC%,0.0037,0.0041,Free Cholesterol to Total-Lipids in Small HDL percentage
Omega-6%,0.0037,0.0038,Omega-6 Fatty Acids to Total-Fatty Acids percentage
L-HDL-TG,0.0043,0.0037,Triglycerides in Large HDL
M-LDL-C%,0.0043,0.0037,Cholesterol to Total-Lipids in Medium LDL percentage
Unsaturation,0.0032,0.0036,Degree of Unsaturation
L-LDL-PL%,0.0032,0.0034,Phospholipids to Total-Lipids in Large LDL percentage
Citrate,0.0052,0.0034,Citrate
XL-VLDL-FC%,0.0045,0.0032,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
DHA,0.0008,0.0015,Docosahexaenoic Acid
PUFA%,0.0010,0.0011,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
M-HDL-PL%,0.0012,0.0010,Phospholipids to Total-Lipids in Medium HDL percentage
L-VLDL-FC%,0.0002,0.0008,Free Cholesterol to Total-Lipids in Large VLDL percentage
