Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
GlycA,0.2718,0.3247,Glycoprotein Acetyls
Albumin,0.2482,0.1914,Albumin
L-LDL-TG%,0.0697,0.1766,Triglycerides to Total-Lipids in Large LDL percentage
LA%,0.0690,0.0882,Linoleic Acid to Total-Fatty Acids percentage
L-HDL-PL%,0.0427,0.0455,Phospholipids to Total-Lipids in Large HDL percentage
L-LDL-C%,0.0365,0.0292,Cholesterol to Total-Lipids in Large LDL percentage
Val,0.0325,0.0190,Valine
ApoB/ApoA1,0.0238,0.0161,Apolipoprotein B to Apolipoprotein A1 ratio
Creatinine,0.0235,0.0119,Creatinine
VLDL-size,0.0208,0.0116,Average Diameter for VLDL Particles
Glu,0.0163,0.0092,Glucose
IDL-CE%,0.0132,0.0082,Cholesteryl Esters to Total-Lipids in IDL percentage
Total-BCAA,0.0150,0.0076,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
PUFA,0.0100,0.0060,Polyunsaturated Fatty Acids
Leu,0.0117,0.0060,Leucine
Tyr,0.0113,0.0052,Tyrosine
Acetate,0.0092,0.0045,Acetate
S-HDL-FC%,0.0073,0.0045,Free Cholesterol to Total-Lipids in Small HDL percentage
XXL-VLDL-TG,0.0075,0.0036,Triglycerides in Chylomicrons and Extremely Large VLDL
Citrate,0.0053,0.0027,Citrate
M-LDL-C%,0.0048,0.0027,Cholesterol to Total-Lipids in Medium LDL percentage
Gln,0.0053,0.0026,Glutamine
IDL-PL%,0.0042,0.0024,Phospholipids to Total-Lipids in IDL percentage
L-VLDL-TG%,0.0043,0.0022,Triglycerides to Total-Lipids in Large VLDL percentage
L-LDL-CE%,0.0027,0.0022,Cholesteryl Esters to Total-Lipids in Large LDL percentage
Omega-3%,0.0040,0.0021,Omega-3 Fatty Acids to Total-Fatty Acids percentage
XS-VLDL-PL%,0.0043,0.0019,Phospholipids to Total-Lipids in Very Small VLDL percentage
S-HDL-PL,0.0035,0.0018,Phospholipids in Small HDL
His,0.0033,0.0015,Histidine
MUFA%,0.0022,0.0015,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
Glu-lactate,0.0023,0.0012,Glucose-lactate
S-LDL-PL%,0.0022,0.0010,Phospholipids to Total-Lipids in Small LDL percentage
Ile,0.0020,0.0008,Isoleucine
Ala,0.0017,0.0008,Alanine
XXL-VLDL-FC%,0.0013,0.0007,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Pyruvate,0.0017,0.0007,Pyruvate
Lactate,0.0012,0.0006,Lactate
IDL-TG%,0.0007,0.0006,Triglycerides to Total-Lipids in IDL percentage
Phe,0.0013,0.0005,Phenylalanine
Gly,0.0012,0.0004,Glycine
PUFA%,0.0002,0.0002,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
PUFA/MUFA,0.0002,7.5453e-05,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
XXL-VLDL-CE%,0.0002,7.4648e-05,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
