Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Creatinine,0.1880,0.2074,Creatinine
Omega-3%,0.0917,0.1224,Omega-3 Fatty Acids to Total-Fatty Acids percentage
Omega-6/Omega-3,0.0477,0.0701,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
LDL-size,0.0542,0.0515,Average Diameter for LDL Particles
DHA,0.0470,0.0510,Docosahexaenoic Acid
Acetone,0.0602,0.0487,Acetone
GlycA,0.0515,0.0436,Glycoprotein Acetyls
Albumin,0.0467,0.0397,Albumin
DHA%,0.0393,0.0362,Docosahexaenoic Acid to Total-Fatty Acids percentage
His,0.0442,0.0313,Histidine
Lactate,0.0277,0.0278,Lactate
Tyr,0.0275,0.0203,Tyrosine
Gly,0.0217,0.0172,Glycine
L-LDL-TG%,0.0180,0.0164,Triglycerides to Total-Lipids in Large LDL percentage
XS-VLDL-PL%,0.0215,0.0159,Phospholipids to Total-Lipids in Very Small VLDL percentage
XXL-VLDL-CE%,0.0160,0.0143,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
3-Hydroxybutyrate,0.0138,0.0135,3-Hydroxybutyrate
Sc-ala,0.0085,0.0131,Spectrometer-corrected alanine
Ala,0.0105,0.0119,Alanine
Acetate,0.0097,0.0087,Acetate
Citrate,0.0103,0.0080,Citrate
XL-HDL-TG%,0.0087,0.0073,Triglycerides to Total-Lipids in Very Large HDL percentage
XL-VLDL-FC%,0.0062,0.0071,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
M-LDL-PL%,0.0085,0.0071,Phospholipids to Total-Lipids in Medium LDL percentage
Acetoacetate,0.0080,0.0070,Acetoacetate
S-LDL-CE%,0.0060,0.0068,Cholesteryl Esters to Total-Lipids in Small LDL percentage
IDL-PL%,0.0097,0.0066,Phospholipids to Total-Lipids in IDL percentage
Gln,0.0063,0.0058,Glutamine
IDL-TG,0.0052,0.0054,Triglycerides in IDL
S-VLDL-PL%,0.0050,0.0051,Phospholipids to Total-Lipids in Small VLDL percentage
L-HDL-C%,0.0055,0.0050,Cholesterol to Total-Lipids in Large HDL percentage
SFA%,0.0043,0.0046,Saturated Fatty Acids to Total-Fatty Acids percentage
Phe,0.0060,0.0044,Phenylalanine
Glu,0.0047,0.0043,Glucose
XXL-VLDL-TG%,0.0043,0.0040,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XS-VLDL-FC%,0.0035,0.0038,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
Glu-lactate,0.0038,0.0038,Glucose-lactate
LA%,0.0037,0.0037,Linoleic Acid to Total-Fatty Acids percentage
IDL-FC%,0.0043,0.0036,Free Cholesterol to Total-Lipids in IDL percentage
S-LDL-PL%,0.0040,0.0036,Phospholipids to Total-Lipids in Small LDL percentage
L-LDL-C%,0.0042,0.0030,Cholesterol to Total-Lipids in Large LDL percentage
XL-VLDL-PL%,0.0020,0.0027,Phospholipids to Total-Lipids in Very Large VLDL percentage
IDL-CE%,0.0033,0.0027,Cholesteryl Esters to Total-Lipids in IDL percentage
Leu,0.0028,0.0026,Leucine
L-VLDL-PL%,0.0023,0.0026,Phospholipids to Total-Lipids in Large VLDL percentage
L-HDL-PL%,0.0027,0.0023,Phospholipids to Total-Lipids in Large HDL percentage
MUFA%,0.0018,0.0021,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
S-HDL-C%,0.0022,0.0021,Cholesterol to Total-Lipids in Small HDL percentage
XXL-VLDL-C%,0.0030,0.0020,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-LDL-CE%,0.0023,0.0020,Cholesteryl Esters to Total-Lipids in Large LDL percentage
Pyruvate,0.0012,0.0014,Pyruvate
M-LDL-C%,0.0022,0.0013,Cholesterol to Total-Lipids in Medium LDL percentage
XL-HDL-C%,0.0008,0.0012,Cholesterol to Total-Lipids in Very Large HDL percentage
Val,0.0010,0.0010,Valine
L-HDL-TG,0.0010,0.0007,Triglycerides in Large HDL
L-LDL-PL%,0.0013,0.0007,Phospholipids to Total-Lipids in Large LDL percentage
XXL-VLDL-FC%,0.0012,0.0007,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XXL-VLDL-PL%,0.0005,0.0003,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
M-LDL-CE%,0.0005,0.0003,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
TG/PG,0.0002,0.0002,Triglycerides to Phosphoglycerides ratio
Unsaturation,0.0002,0.0001,Degree of Unsaturation
Ile,0.0002,0.0001,Isoleucine
