Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Creatinine,0.3055,0.2483,Creatinine
IDL-CE,0.0433,0.1565,Cholesteryl Esters in IDL
Gly,0.1267,0.0876,Glycine
LA%,0.0775,0.0850,Linoleic Acid to Total-Fatty Acids percentage
LA,0.0707,0.0806,Linoleic Acid
L-LDL-C%,0.0358,0.0694,Cholesterol to Total-Lipids in Large LDL percentage
XS-VLDL-CE%,0.0347,0.0616,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
Tyr,0.0508,0.0299,Tyrosine
XS-VLDL-CE,0.0243,0.0271,Cholesteryl Esters in Very Small VLDL
Omega-6,0.0295,0.0260,Omega-6 Fatty Acids
L-LDL-TG%,0.0242,0.0246,Triglycerides to Total-Lipids in Large LDL percentage
Albumin,0.0543,0.0230,Albumin
S-LDL-C%,0.0193,0.0168,Cholesterol to Total-Lipids in Small LDL percentage
S-LDL-CE%,0.0150,0.0106,Cholesteryl Esters to Total-Lipids in Small LDL percentage
S-HDL-PL%,0.0150,0.0093,Phospholipids to Total-Lipids in Small HDL percentage
Glu-lactate,0.0098,0.0062,Glucose-lactate
Total-C,0.0032,0.0049,Total-Cholesterol
LDL-size,0.0067,0.0047,Average Diameter for LDL Particles
Ile,0.0075,0.0042,Isoleucine
Phe,0.0060,0.0035,Phenylalanine
XS-VLDL-C%,0.0007,0.0022,Cholesterol to Total-Lipids in Very Small VLDL percentage
Sc-ala,0.0043,0.0020,Spectrometer-corrected alanine
Acetoacetate,0.0042,0.0020,Acetoacetate
ApoA1,0.0048,0.0017,Apolipoprotein A1
Gln,0.0030,0.0013,Glutamine
L-HDL-PL%,0.0018,0.0012,Phospholipids to Total-Lipids in Large HDL percentage
Total-BCAA,0.0022,0.0012,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
3-Hydroxybutyrate,0.0025,0.0012,3-Hydroxybutyrate
S-LDL-PL%,0.0013,0.0010,Phospholipids to Total-Lipids in Small LDL percentage
Acetate,0.0038,0.0009,Acetate
Glu,0.0025,0.0008,Glucose
L-HDL-TG,0.0012,0.0006,Triglycerides in Large HDL
IDL-C,0.0007,0.0005,Cholesterol in IDL
M-VLDL-PL%,0.0005,0.0005,Phospholipids to Total-Lipids in Medium VLDL percentage
Acetone,0.0012,0.0004,Acetone
IDL-CE%,0.0010,0.0004,Cholesteryl Esters to Total-Lipids in IDL percentage
M-LDL-PL%,0.0007,0.0004,Phospholipids to Total-Lipids in Medium LDL percentage
M-VLDL-CE,0.0007,0.0004,Cholesteryl Esters in Medium VLDL
Val,0.0007,0.0004,Valine
L-LDL-PL%,0.0008,0.0003,Phospholipids to Total-Lipids in Large LDL percentage
Ala,0.0005,0.0002,Alanine
Omega-6/Omega-3,0.0005,0.0001,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
Leu,0.0003,0.0001,Leucine
Pyruvate,0.0002,9.9445e-05,Pyruvate
XL-HDL-PL%,0.0002,8.5952e-05,Phospholipids to Total-Lipids in Very Large HDL percentage
