Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
L-LDL-TG%,0.0567,0.1517,Triglycerides to Total-Lipids in Large LDL percentage
Albumin,0.1668,0.1441,Albumin
LA%,0.0820,0.1111,Linoleic Acid to Total-Fatty Acids percentage
GlycA,0.1398,0.1056,Glycoprotein Acetyls
IDL-CE%,0.0612,0.0771,Cholesteryl Esters to Total-Lipids in IDL percentage
Leu,0.0697,0.0524,Leucine
Total-PL,0.0265,0.0359,Total-Phospholipids in Lipoprotein Particles
LA,0.0298,0.0327,Linoleic Acid
Gln,0.0418,0.0293,Glutamine
S-LDL-CE%,0.0270,0.0220,Cholesteryl Esters to Total-Lipids in Small LDL percentage
M-LDL-C%,0.0178,0.0199,Cholesterol to Total-Lipids in Medium LDL percentage
Glu,0.0253,0.0181,Glucose
L-LDL-C%,0.0092,0.0177,Cholesterol to Total-Lipids in Large LDL percentage
Val,0.0187,0.0151,Valine
Total-BCAA,0.0203,0.0141,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Glu-lactate,0.0185,0.0136,Glucose-lactate
VLDL-size,0.0202,0.0129,Average Diameter for VLDL Particles
S-HDL-PL,0.0150,0.0115,Phospholipids in Small HDL
PC,0.0068,0.0111,Phosphatidylcholines
Citrate,0.0180,0.0106,Citrate
His,0.0178,0.0105,Histidine
IDL-PL%,0.0072,0.0081,Phospholipids to Total-Lipids in IDL percentage
Tyr,0.0110,0.0079,Tyrosine
Total-L,0.0057,0.0073,Total-Lipids in Lipoprotein Particles
S-LDL-C%,0.0087,0.0065,Cholesterol to Total-Lipids in Small LDL percentage
DHA%,0.0100,0.0061,Docosahexaenoic Acid to Total-Fatty Acids percentage
Omega-3%,0.0087,0.0051,Omega-3 Fatty Acids to Total-Fatty Acids percentage
XL-HDL-FC,0.0075,0.0049,Free Cholesterol in Very Large HDL
S-LDL-FC%,0.0050,0.0044,Free Cholesterol to Total-Lipids in Small LDL percentage
XS-VLDL-PL%,0.0030,0.0042,Phospholipids to Total-Lipids in Very Small VLDL percentage
Ile,0.0048,0.0033,Isoleucine
Acetate,0.0050,0.0027,Acetate
PUFA,0.0027,0.0024,Polyunsaturated Fatty Acids
Omega-3,0.0025,0.0020,Omega-3 Fatty Acids
Creatinine,0.0025,0.0019,Creatinine
Gly,0.0027,0.0018,Glycine
Phe,0.0032,0.0016,Phenylalanine
Sc-ala,0.0018,0.0011,Spectrometer-corrected alanine
MUFA%,0.0017,0.0010,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
PUFA%,0.0018,0.0010,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
Unsaturation,0.0017,0.0009,Degree of Unsaturation
XXL-VLDL-C%,0.0012,0.0009,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XS-VLDL-CE%,0.0012,0.0009,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
SFA%,0.0013,0.0009,Saturated Fatty Acids to Total-Fatty Acids percentage
IDL-FC%,0.0015,0.0008,Free Cholesterol to Total-Lipids in IDL percentage
Acetoacetate,0.0015,0.0008,Acetoacetate
L-LDL-CE%,0.0012,0.0008,Cholesteryl Esters to Total-Lipids in Large LDL percentage
DHA,0.0012,0.0007,Docosahexaenoic Acid
Ala,0.0010,0.0006,Alanine
L-VLDL-TG%,0.0008,0.0006,Triglycerides to Total-Lipids in Large VLDL percentage
Omega-6/Omega-3,0.0010,0.0005,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
L-VLDL-C%,0.0005,0.0004,Cholesterol to Total-Lipids in Large VLDL percentage
PUFA/MUFA,0.0007,0.0003,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
3-Hydroxybutyrate,0.0005,0.0002,3-Hydroxybutyrate
Pyruvate,0.0003,0.0002,Pyruvate
XL-HDL-C%,0.0002,7.2731e-05,Cholesterol to Total-Lipids in Very Large HDL percentage
