Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
IDL-CE%,0.0793,0.1726,Cholesteryl Esters to Total-Lipids in IDL percentage
L-LDL-C%,0.0978,0.1042,Cholesterol to Total-Lipids in Large LDL percentage
Glu-lactate,0.0777,0.0688,Glucose-lactate
XS-VLDL-PL%,0.0860,0.0646,Phospholipids to Total-Lipids in Very Small VLDL percentage
IDL-C%,0.0338,0.0486,Cholesterol to Total-Lipids in IDL percentage
L-LDL-TG%,0.0392,0.0469,Triglycerides to Total-Lipids in Large LDL percentage
GlycA,0.0603,0.0390,Glycoprotein Acetyls
Creatinine,0.0428,0.0355,Creatinine
Albumin,0.0423,0.0338,Albumin
Glu,0.0352,0.0302,Glucose
LA%,0.0405,0.0288,Linoleic Acid to Total-Fatty Acids percentage
His,0.0276,0.0217,Histidine
L-HDL-PL%,0.0313,0.0211,Phospholipids to Total-Lipids in Large HDL percentage
Sc-ala,0.0167,0.0210,Spectrometer-corrected alanine
Gln,0.0206,0.0195,Glutamine
Acetoacetate,0.0232,0.0186,Acetoacetate
Lactate,0.0151,0.0181,Lactate
Tyr,0.0196,0.0171,Tyrosine
S-LDL-PL%,0.0182,0.0155,Phospholipids to Total-Lipids in Small LDL percentage
LDL-size,0.0120,0.0123,Average Diameter for LDL Particles
XXL-VLDL-FC%,0.0136,0.0118,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
IDL-PL%,0.0144,0.0107,Phospholipids to Total-Lipids in IDL percentage
3-Hydroxybutyrate,0.0095,0.0106,3-Hydroxybutyrate
Pyruvate,0.0080,0.0090,Pyruvate
IDL-FC%,0.0092,0.0088,Free Cholesterol to Total-Lipids in IDL percentage
Acetate,0.0110,0.0084,Acetate
Ala,0.0075,0.0082,Alanine
VLDL-size,0.0096,0.0079,Average Diameter for VLDL Particles
Omega-3%,0.0079,0.0076,Omega-3 Fatty Acids to Total-Fatty Acids percentage
Citrate,0.0065,0.0068,Citrate
Phe,0.0045,0.0065,Phenylalanine
M-HDL-PL%,0.0060,0.0063,Phospholipids to Total-Lipids in Medium HDL percentage
IDL-P,0.0082,0.0058,Concentration of IDL Particles
XXL-VLDL-PL%,0.0077,0.0056,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Gly,0.0052,0.0043,Glycine
Acetone,0.0033,0.0042,Acetone
SFA%,0.0047,0.0036,Saturated Fatty Acids to Total-Fatty Acids percentage
DHA,0.0044,0.0034,Docosahexaenoic Acid
MUFA%,0.0045,0.0033,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
L-LDL-CE%,0.0047,0.0033,Cholesteryl Esters to Total-Lipids in Large LDL percentage
Val,0.0037,0.0031,Valine
Omega-6/Omega-3,0.0033,0.0031,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
Ile,0.0043,0.0031,Isoleucine
Leu,0.0037,0.0024,Leucine
Unsaturation,0.0012,0.0023,Degree of Unsaturation
PUFA%,0.0030,0.0023,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
M-LDL-C%,0.0024,0.0020,Cholesterol to Total-Lipids in Medium LDL percentage
PUFA/MUFA,0.0013,0.0014,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
S-HDL-PL%,0.0013,0.0012,Phospholipids to Total-Lipids in Small HDL percentage
M-LDL-PL%,0.0014,0.0011,Phospholipids to Total-Lipids in Medium LDL percentage
L-VLDL-TG%,0.0013,0.0010,Triglycerides to Total-Lipids in Large VLDL percentage
Total-BCAA,0.0015,0.0010,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Omega-3,0.0008,0.0009,Omega-3 Fatty Acids
DHA%,0.0007,0.0007,Docosahexaenoic Acid to Total-Fatty Acids percentage
XL-VLDL-PL%,0.0005,0.0005,Phospholipids to Total-Lipids in Very Large VLDL percentage
IDL-TG%,0.0002,6.1279e-05,Triglycerides to Total-Lipids in IDL percentage
