Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
L-LDL-C%,0.0948,0.1379,Cholesterol to Total-Lipids in Large LDL percentage
IDL-CE%,0.0652,0.0905,Cholesteryl Esters to Total-Lipids in IDL percentage
XS-VLDL-CE%,0.0552,0.0888,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
Creatinine,0.0918,0.0742,Creatinine
S-LDL-CE%,0.0762,0.0650,Cholesteryl Esters to Total-Lipids in Small LDL percentage
Albumin,0.0563,0.0436,Albumin
3-Hydroxybutyrate,0.0602,0.0427,3-Hydroxybutyrate
L-LDL-TG%,0.0248,0.0376,Triglycerides to Total-Lipids in Large LDL percentage
XS-VLDL-C%,0.0152,0.0331,Cholesterol to Total-Lipids in Very Small VLDL percentage
XS-VLDL-PL%,0.0267,0.0269,Phospholipids to Total-Lipids in Very Small VLDL percentage
GlycA,0.0407,0.0269,Glycoprotein Acetyls
Gln,0.0275,0.0250,Glutamine
Acetate,0.0300,0.0235,Acetate
DHA,0.0290,0.0213,Docosahexaenoic Acid
S-LDL-PL%,0.0210,0.0178,Phospholipids to Total-Lipids in Small LDL percentage
L-HDL-C%,0.0175,0.0163,Cholesterol to Total-Lipids in Large HDL percentage
Glu,0.0197,0.0153,Glucose
Gly,0.0148,0.0147,Glycine
Acetoacetate,0.0193,0.0141,Acetoacetate
Ala,0.0115,0.0132,Alanine
LA%,0.0157,0.0123,Linoleic Acid to Total-Fatty Acids percentage
L-VLDL-PL%,0.0165,0.0118,Phospholipids to Total-Lipids in Large VLDL percentage
IDL-TG%,0.0030,0.0107,Triglycerides to Total-Lipids in IDL percentage
Val,0.0082,0.0083,Valine
Citrate,0.0088,0.0081,Citrate
XXL-VLDL-PL%,0.0112,0.0081,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
MUFA%,0.0095,0.0078,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
Sc-ala,0.0092,0.0078,Spectrometer-corrected alanine
XXL-VLDL-FC%,0.0060,0.0071,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Pyruvate,0.0085,0.0070,Pyruvate
Glu-lactate,0.0090,0.0067,Glucose-lactate
Tyr,0.0072,0.0065,Tyrosine
L-VLDL-TG%,0.0098,0.0063,Triglycerides to Total-Lipids in Large VLDL percentage
Omega-3,0.0068,0.0057,Omega-3 Fatty Acids
IDL-C%,0.0027,0.0056,Cholesterol to Total-Lipids in IDL percentage
Omega-6/Omega-3,0.0072,0.0052,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
L-VLDL-FC%,0.0077,0.0051,Free Cholesterol to Total-Lipids in Large VLDL percentage
XS-VLDL-FC%,0.0063,0.0047,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
Phe,0.0050,0.0043,Phenylalanine
XL-HDL-CE%,0.0052,0.0037,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
XL-VLDL-PL%,0.0048,0.0034,Phospholipids to Total-Lipids in Very Large VLDL percentage
M-LDL-C%,0.0055,0.0034,Cholesterol to Total-Lipids in Medium LDL percentage
His,0.0043,0.0031,Histidine
XXL-VLDL-CE%,0.0037,0.0030,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Lactate,0.0043,0.0030,Lactate
M-LDL-PL%,0.0035,0.0027,Phospholipids to Total-Lipids in Medium LDL percentage
L-LDL-CE%,0.0035,0.0022,Cholesteryl Esters to Total-Lipids in Large LDL percentage
Acetone,0.0025,0.0016,Acetone
S-LDL-C%,0.0020,0.0015,Cholesterol to Total-Lipids in Small LDL percentage
M-LDL-CE%,0.0012,0.0014,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
IDL-PL%,0.0015,0.0012,Phospholipids to Total-Lipids in IDL percentage
Leu,0.0015,0.0010,Leucine
XL-VLDL-FC%,0.0005,0.0008,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
Total-BCAA,0.0003,0.0002,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
LDL-size,0.0002,0.0002,Average Diameter for LDL Particles
