Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
L-HDL-PL,0.0758,0.2620,Phospholipids in Large HDL
Creatinine,0.2170,0.1600,Creatinine
HDL-FC,0.0507,0.0981,Free Cholesterol in HDL
HDL-PL,0.0874,0.0922,Phospholipids in HDL
Gly,0.1575,0.0920,Glycine
HDL-L,0.0285,0.0616,Total-Lipids in HDL
Leu,0.0737,0.0432,Leucine
Total-BCAA,0.0297,0.0224,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Glu-lactate,0.0298,0.0169,Glucose-lactate
Albumin,0.0298,0.0163,Albumin
L-HDL-L,0.0072,0.0140,Total-Lipids in Large HDL
Tyr,0.0205,0.0122,Tyrosine
PC,0.0150,0.0092,Phosphatidylcholines
LA%,0.0140,0.0079,Linoleic Acid to Total-Fatty Acids percentage
XL-HDL-FC%,0.0107,0.0079,Free Cholesterol to Total-Lipids in Very Large HDL percentage
Omega-3,0.0128,0.0065,Omega-3 Fatty Acids
XXL-VLDL-FC%,0.0102,0.0064,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Acetoacetate,0.0115,0.0061,Acetoacetate
Val,0.0078,0.0052,Valine
Unsaturation,0.0102,0.0050,Degree of Unsaturation
S-HDL-PL,0.0068,0.0047,Phospholipids in Small HDL
3-Hydroxybutyrate,0.0073,0.0047,3-Hydroxybutyrate
M-HDL-L,0.0063,0.0046,Total-Lipids in Medium HDL
GlycA,0.0078,0.0041,Glycoprotein Acetyls
IDL-PL%,0.0083,0.0038,Phospholipids to Total-Lipids in IDL percentage
XXL-VLDL-PL%,0.0083,0.0036,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
LDL-size,0.0063,0.0033,Average Diameter for LDL Particles
Omega-6/Omega-3,0.0060,0.0030,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
DHA,0.0052,0.0028,Docosahexaenoic Acid
M-HDL-PL,0.0040,0.0028,Phospholipids in Medium HDL
M-HDL-PL%,0.0052,0.0027,Phospholipids to Total-Lipids in Medium HDL percentage
HDL-size,0.0023,0.0023,Average Diameter for HDL Particles
XL-HDL-C%,0.0048,0.0023,Cholesterol to Total-Lipids in Very Large HDL percentage
Citrate,0.0043,0.0016,Citrate
Acetone,0.0028,0.0012,Acetone
Phe,0.0012,0.0012,Phenylalanine
L-HDL-FC%,0.0023,0.0010,Free Cholesterol to Total-Lipids in Large HDL percentage
Lactate,0.0020,0.0009,Lactate
Ile,0.0015,0.0008,Isoleucine
SFA,0.0010,0.0007,Saturated Fatty Acids
Gln,0.0015,0.0006,Glutamine
Sc-ala,0.0012,0.0005,Spectrometer-corrected alanine
DHA%,0.0007,0.0004,Docosahexaenoic Acid to Total-Fatty Acids percentage
M-HDL-FC%,0.0005,0.0004,Free Cholesterol to Total-Lipids in Medium HDL percentage
IDL-CE%,0.0005,0.0003,Cholesteryl Esters to Total-Lipids in IDL percentage
His,0.0005,0.0003,Histidine
Pyruvate,0.0003,0.0002,Pyruvate
SFA%,0.0003,0.0002,Saturated Fatty Acids to Total-Fatty Acids percentage
XXL-VLDL-CE%,0.0003,0.0001,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Glu,0.0003,0.0001,Glucose
