Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Creatinine,0.2068,0.2120,Creatinine
Citrate,0.1597,0.1830,Citrate
Gly,0.1045,0.1449,Glycine
GlycA,0.1158,0.0995,Glycoprotein Acetyls
XL-HDL-C%,0.0685,0.0913,Cholesterol to Total-Lipids in Very Large HDL percentage
Albumin,0.0977,0.0759,Albumin
IDL-TG,0.0453,0.0414,Triglycerides in IDL
Leu,0.0267,0.0181,Leucine
XS-VLDL-FC,0.0177,0.0171,Free Cholesterol in Very Small VLDL
LA%,0.0205,0.0153,Linoleic Acid to Total-Fatty Acids percentage
IDL-CE%,0.0198,0.0129,Cholesteryl Esters to Total-Lipids in IDL percentage
VLDL-size,0.0128,0.0122,Average Diameter for VLDL Particles
XS-VLDL-PL,0.0145,0.0118,Phospholipids in Very Small VLDL
XL-HDL-PL%,0.0108,0.0083,Phospholipids to Total-Lipids in Very Large HDL percentage
L-LDL-TG,0.0103,0.0082,Triglycerides in Large LDL
L-LDL-TG%,0.0093,0.0080,Triglycerides to Total-Lipids in Large LDL percentage
XS-VLDL-TG,0.0080,0.0074,Triglycerides in Very Small VLDL
XS-VLDL-C,0.0097,0.0060,Cholesterol in Very Small VLDL
L-HDL-PL,0.0083,0.0049,Phospholipids in Large HDL
XS-VLDL-L,0.0057,0.0045,Total-Lipids in Very Small VLDL
L-VLDL-FC%,0.0047,0.0026,Free Cholesterol to Total-Lipids in Large VLDL percentage
Val,0.0042,0.0025,Valine
L-VLDL-TG%,0.0020,0.0021,Triglycerides to Total-Lipids in Large VLDL percentage
M-LDL-C%,0.0020,0.0015,Cholesterol to Total-Lipids in Medium LDL percentage
XS-VLDL-P,0.0015,0.0012,Concentration of Very Small VLDL Particles
His,0.0017,0.0009,Histidine
Total-BCAA,0.0017,0.0009,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
L-LDL-C%,0.0017,0.0008,Cholesterol to Total-Lipids in Large LDL percentage
L-VLDL-PL%,0.0013,0.0008,Phospholipids to Total-Lipids in Large VLDL percentage
Omega-3,0.0012,0.0007,Omega-3 Fatty Acids
L-LDL-CE%,0.0008,0.0005,Cholesteryl Esters to Total-Lipids in Large LDL percentage
IDL-TG%,0.0007,0.0004,Triglycerides to Total-Lipids in IDL percentage
Omega-3%,0.0007,0.0004,Omega-3 Fatty Acids to Total-Fatty Acids percentage
XS-VLDL-CE,0.0005,0.0003,Cholesteryl Esters in Very Small VLDL
Sc-ala,0.0005,0.0003,Spectrometer-corrected alanine
IDL-PL%,0.0007,0.0003,Phospholipids to Total-Lipids in IDL percentage
Ile,0.0005,0.0002,Isoleucine
HDL-size,0.0003,0.0002,Average Diameter for HDL Particles
Tyr,0.0003,0.0002,Tyrosine
XS-VLDL-FC%,0.0003,0.0001,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
S-LDL-C%,0.0002,9.4671e-05,Cholesterol to Total-Lipids in Small LDL percentage
Pyruvate,0.0002,5.1293e-05,Pyruvate
