Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.11 [1.05-1.16],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
HDL-C,1.01 [0.95-1.08],1.000,,HDL Cholesterol
Remnant-C,1.01 [0.96-1.06],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Non-HDL-C,1.01 [0.96-1.06],1.000,,Total-Cholesterol Minus HDL-C
LDL-C,1.01 [0.96-1.06],1.000,,LDL Cholesterol
L-VLDL-CE%,0.93 [0.88-0.98],1.000,,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
L-LDL-FC%,0.89 [0.85-0.93],0.484,,Free Cholesterol to Total-Lipids in Large LDL percentage
PUFA%,0.89 [0.85-0.93],0.340,,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
LA%,0.89 [0.84-0.93],0.521,,Linoleic Acid to Total-Fatty Acids percentage
Omega-6%,0.89 [0.85-0.93],0.111,,Omega-6 Fatty Acids to Total-Fatty Acids percentage
