Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-PL%,1.24 [1.04-1.48],1.000,,Phospholipids to Total-Lipids in Large LDL percentage
IDL-TG%,1.18 [1.00-1.39],1.000,,Triglycerides to Total-Lipids in IDL percentage
L-HDL-PL%,1.16 [0.98-1.36],1.000,,Phospholipids to Total-Lipids in Large HDL percentage
M-LDL-PL%,1.11 [0.93-1.34],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
L-HDL-TG%,1.05 [0.88-1.25],1.000,,Triglycerides to Total-Lipids in Large HDL percentage
M-LDL-FC%,0.98 [0.83-1.16],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
VLDL-C,0.83 [0.70-0.99],1.000,,VLDL Cholesterol
Remnant-C,0.81 [0.68-0.96],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Non-HDL-C,0.78 [0.66-0.92],1.000,,Total-Cholesterol Minus HDL-C
Total-C,0.76 [0.65-0.90],1.000,,Total-Cholesterol
