Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
GlycA,1.12 [1.10-1.15],4.853e-29,***,Glycoprotein Acetyls
MUFA%,1.12 [1.10-1.14],2.439e-25,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
XL-VLDL-TG%,1.11 [1.09-1.14],2.156e-14,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
XS-VLDL-TG%,1.11 [1.09-1.13],1.057e-23,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
M-VLDL-TG%,1.11 [1.09-1.13],3.267e-19,***,Triglycerides to Total-Lipids in Medium VLDL percentage
IDL-TG%,1.10 [1.08-1.11],1.749e-18,***,Triglycerides to Total-Lipids in IDL percentage
S-VLDL-TG%,1.10 [1.07-1.12],5.240e-15,***,Triglycerides to Total-Lipids in Small VLDL percentage
L-HDL-PL%,1.09 [1.07-1.11],7.050e-17,***,Phospholipids to Total-Lipids in Large HDL percentage
L-LDL-TG%,1.09 [1.07-1.11],8.156e-15,***,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-TG%,1.08 [1.06-1.10],1.482e-11,***,Triglycerides to Total-Lipids in Medium LDL percentage
S-LDL-TG%,1.07 [1.05-1.09],4.713e-09,***,Triglycerides to Total-Lipids in Small LDL percentage
XL-HDL-TG%,1.07 [1.05-1.09],3.482e-07,***,Triglycerides to Total-Lipids in Very Large HDL percentage
XS-VLDL-PL%,1.07 [1.05-1.09],2.983e-07,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
TG/PG,1.07 [1.05-1.09],2.258e-05,***,Triglycerides to Phosphoglycerides ratio
VLDL-size,1.06 [1.04-1.08],5.965e-04,***,Average Diameter for VLDL Particles
S-HDL-TG%,1.06 [1.04-1.08],0.006,**,Triglycerides to Total-Lipids in Small HDL percentage
M-HDL-PL%,1.06 [1.04-1.08],9.241e-04,***,Phospholipids to Total-Lipids in Medium HDL percentage
L-VLDL-TG%,1.06 [1.04-1.08],0.022,*,Triglycerides to Total-Lipids in Large VLDL percentage
XL-HDL-FC%,1.06 [1.04-1.08],0.017,*,Free Cholesterol to Total-Lipids in Very Large HDL percentage
S-HDL-TG,1.05 [1.03-1.07],0.029,*,Triglycerides in Small HDL
L-LDL-CE,0.95 [0.94-0.97],0.047,*,Cholesteryl Esters in Large LDL
S-LDL-FC%,0.95 [0.94-0.97],0.004,**,Free Cholesterol to Total-Lipids in Small LDL percentage
M-LDL-FC,0.95 [0.94-0.97],0.047,*,Free Cholesterol in Medium LDL
DHA%,0.95 [0.94-0.97],0.020,*,Docosahexaenoic Acid to Total-Fatty Acids percentage
S-LDL-FC,0.95 [0.93-0.97],0.024,*,Free Cholesterol in Small LDL
L-LDL-L,0.95 [0.93-0.97],0.012,*,Total-Lipids in Large LDL
Non-HDL-C,0.95 [0.93-0.97],0.007,**,Total-Cholesterol Minus HDL-C
Citrate,0.95 [0.93-0.97],0.037,*,Citrate
LA,0.95 [0.93-0.97],0.004,**,Linoleic Acid
L-LDL-C,0.95 [0.93-0.97],0.002,**,Cholesterol in Large LDL
Remnant-C,0.95 [0.93-0.96],8.934e-04,***,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
L-HDL-FC%,0.95 [0.93-0.96],1.584e-06,***,Free Cholesterol to Total-Lipids in Large HDL percentage
Total-FC,0.95 [0.93-0.96],7.651e-04,***,Total-Free Cholesterol
Clinical LDL-C,0.95 [0.93-0.96],2.433e-04,***,Clinical LDL Cholesterol
L-LDL-PL,0.95 [0.93-0.96],7.097e-04,***,Phospholipids in Large LDL
S-HDL-FC%,0.95 [0.93-0.96],0.009,**,Free Cholesterol to Total-Lipids in Small HDL percentage
Total-C,0.94 [0.93-0.96],8.868e-05,***,Total-Cholesterol
Total-CE,0.94 [0.93-0.96],4.890e-05,***,Total-Esterified Cholesterol
L-HDL-CE%,0.94 [0.93-0.96],2.296e-07,***,Cholesteryl Esters to Total-Lipids in Large HDL percentage
XS-VLDL-FC%,0.94 [0.93-0.96],1.303e-07,***,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
M-VLDL-C,0.94 [0.92-0.96],4.868e-05,***,Cholesterol in Medium VLDL
IDL-FC%,0.94 [0.93-0.96],2.062e-07,***,Free Cholesterol to Total-Lipids in IDL percentage
LDL-FC,0.94 [0.92-0.96],1.335e-05,***,Free Cholesterol in LDL
M-LDL-C%,0.94 [0.92-0.96],3.264e-07,***,Cholesterol to Total-Lipids in Medium LDL percentage
M-HDL-FC%,0.94 [0.92-0.96],3.198e-05,***,Free Cholesterol to Total-Lipids in Medium HDL percentage
Albumin,0.94 [0.92-0.96],2.403e-06,***,Albumin
IDL-CE%,0.94 [0.92-0.95],1.151e-07,***,Cholesteryl Esters to Total-Lipids in IDL percentage
M-LDL-FC%,0.94 [0.92-0.95],6.037e-08,***,Free Cholesterol to Total-Lipids in Medium LDL percentage
S-LDL-C%,0.94 [0.92-0.95],1.264e-07,***,Cholesterol to Total-Lipids in Small LDL percentage
L-HDL-C%,0.94 [0.92-0.95],4.092e-10,***,Cholesterol to Total-Lipids in Large HDL percentage
IDL-P,0.93 [0.92-0.95],5.740e-07,***,Concentration of IDL Particles
L-LDL-FC,0.93 [0.92-0.95],1.193e-07,***,Free Cholesterol in Large LDL
L-HDL-PL,0.93 [0.91-0.96],0.007,**,Phospholipids in Large HDL
L-LDL-C%,0.93 [0.92-0.95],1.172e-09,***,Cholesterol to Total-Lipids in Large LDL percentage
IDL-L,0.93 [0.92-0.95],9.939e-09,***,Total-Lipids in IDL
IDL-PL,0.93 [0.91-0.95],2.997e-08,***,Phospholipids in IDL
XS-VLDL-C,0.93 [0.91-0.95],6.368e-08,***,Cholesterol in Very Small VLDL
S-VLDL-CE%,0.93 [0.91-0.95],1.237e-10,***,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
M-VLDL-CE,0.93 [0.91-0.95],2.349e-09,***,Cholesteryl Esters in Medium VLDL
IDL-C%,0.93 [0.91-0.94],8.349e-13,***,Cholesterol to Total-Lipids in IDL percentage
Omega-6%,0.93 [0.91-0.94],3.460e-12,***,Omega-6 Fatty Acids to Total-Fatty Acids percentage
IDL-CE,0.93 [0.91-0.94],2.645e-10,***,Cholesteryl Esters in IDL
IDL-C,0.93 [0.91-0.94],5.557e-11,***,Cholesterol in IDL
M-VLDL-CE%,0.93 [0.91-0.94],4.779e-16,***,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
Unsaturation,0.92 [0.91-0.94],2.474e-12,***,Degree of Unsaturation
IDL-FC,0.92 [0.91-0.94],7.207e-12,***,Free Cholesterol in IDL
XS-VLDL-CE,0.92 [0.90-0.94],1.046e-10,***,Cholesteryl Esters in Very Small VLDL
S-VLDL-C%,0.92 [0.91-0.94],2.628e-14,***,Cholesterol to Total-Lipids in Small VLDL percentage
L-VLDL-C%,0.92 [0.90-0.94],3.605e-11,***,Cholesterol to Total-Lipids in Large VLDL percentage
L-HDL-L,0.92 [0.90-0.94],5.856e-06,***,Total-Lipids in Large HDL
PUFA%,0.92 [0.90-0.94],1.544e-16,***,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
HDL-size,0.92 [0.90-0.94],1.749e-06,***,Average Diameter for HDL Particles
M-VLDL-PL%,0.92 [0.90-0.93],2.689e-16,***,Phospholipids to Total-Lipids in Medium VLDL percentage
M-VLDL-C%,0.92 [0.90-0.93],1.008e-17,***,Cholesterol to Total-Lipids in Medium VLDL percentage
S-VLDL-FC%,0.92 [0.90-0.93],3.653e-16,***,Free Cholesterol to Total-Lipids in Small VLDL percentage
S-VLDL-PL%,0.92 [0.90-0.93],4.021e-15,***,Phospholipids to Total-Lipids in Small VLDL percentage
L-LDL-FC%,0.92 [0.90-0.93],9.480e-18,***,Free Cholesterol to Total-Lipids in Large LDL percentage
M-VLDL-FC%,0.92 [0.90-0.93],1.334e-17,***,Free Cholesterol to Total-Lipids in Medium VLDL percentage
XL-VLDL-CE%,0.92 [0.90-0.93],1.780e-12,***,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
L-VLDL-CE%,0.91 [0.89-0.93],1.827e-15,***,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
XL-VLDL-C%,0.91 [0.89-0.93],1.355e-14,***,Cholesterol to Total-Lipids in Very Large VLDL percentage
XS-VLDL-C%,0.91 [0.89-0.92],3.766e-24,***,Cholesterol to Total-Lipids in Very Small VLDL percentage
L-HDL-FC,0.91 [0.88-0.93],4.209e-08,***,Free Cholesterol in Large HDL
L-HDL-P,0.91 [0.88-0.93],7.721e-08,***,Concentration of Large HDL Particles
XS-VLDL-CE%,0.91 [0.89-0.92],3.618e-25,***,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
L-HDL-C,0.91 [0.88-0.93],2.949e-09,***,Cholesterol in Large HDL
L-HDL-CE,0.90 [0.88-0.93],2.330e-09,***,Cholesteryl Esters in Large HDL
LA%,0.90 [0.89-0.92],6.638e-24,***,Linoleic Acid to Total-Fatty Acids percentage
XL-VLDL-FC%,0.90 [0.88-0.92],1.987e-16,***,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
PUFA/MUFA,0.90 [0.88-0.92],1.632e-23,***,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
XL-HDL-PL,0.90 [0.87-0.92],3.536e-11,***,Phospholipids in Very Large HDL
XL-HDL-FC,0.89 [0.87-0.91],8.210e-15,***,Free Cholesterol in Very Large HDL
XL-HDL-L,0.89 [0.87-0.91],3.964e-13,***,Total-Lipids in Very Large HDL
XL-HDL-P,0.89 [0.86-0.91],1.856e-13,***,Concentration of Very Large HDL Particles
XL-HDL-CE,0.88 [0.86-0.91],4.692e-15,***,Cholesteryl Esters in Very Large HDL
XL-HDL-C,0.88 [0.86-0.91],8.677e-16,***,Cholesterol in Very Large HDL
