Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
Gly,1.31 [1.14-1.52],1.000,,Glycine
PUFA/MUFA,1.08 [0.97-1.20],1.000,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
M-LDL-FC%,1.04 [0.93-1.15],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Ala,1.01 [0.91-1.12],1.000,,Alanine
M-HDL-TG%,1.00 [0.90-1.12],1.000,,Triglycerides to Total-Lipids in Medium HDL percentage
M-VLDL-PL%,1.00 [0.90-1.10],1.000,,Phospholipids to Total-Lipids in Medium VLDL percentage
Remnant-C,0.93 [0.84-1.03],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Non-HDL-C,0.92 [0.83-1.01],1.000,,Total-Cholesterol Minus HDL-C
LDL-C,0.90 [0.82-1.00],1.000,,LDL Cholesterol
Albumin,0.74 [0.67-0.82],4.430e-04,***,Albumin
