Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
SFA%,1.06 [0.95-1.17],1.000,,Saturated Fatty Acids to Total-Fatty Acids percentage
M-LDL-FC%,1.03 [0.93-1.16],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
PUFA/MUFA,1.03 [0.92-1.15],1.000,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
DHA%,1.01 [0.91-1.13],1.000,,Docosahexaenoic Acid to Total-Fatty Acids percentage
Omega-6%,1.00 [0.90-1.12],1.000,,Omega-6 Fatty Acids to Total-Fatty Acids percentage
M-VLDL-TG%,0.96 [0.86-1.08],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
ApoB,0.90 [0.81-1.01],1.000,,Apolipoprotein B
ApoB/ApoA1,0.90 [0.80-1.01],1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
Total-BCAA,0.88 [0.78-0.99],1.000,,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Val,0.87 [0.77-0.98],1.000,,Valine
