Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
GlycA,1.18 [1.11-1.25],0.076,,Glycoprotein Acetyls
L-HDL-PL%,1.09 [1.03-1.16],1.000,,Phospholipids to Total-Lipids in Large HDL percentage
L-LDL-PL%,1.07 [1.00-1.14],1.000,,Phospholipids to Total-Lipids in Large LDL percentage
L-HDL-TG%,1.02 [0.96-1.08],1.000,,Triglycerides to Total-Lipids in Large HDL percentage
M-LDL-PL%,1.01 [0.95-1.08],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-LDL-FC%,0.97 [0.91-1.02],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Remnant-C,0.92 [0.87-0.98],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Non-HDL-C,0.91 [0.86-0.97],1.000,,Total-Cholesterol Minus HDL-C
Total-C,0.91 [0.86-0.97],1.000,,Total-Cholesterol
LDL-C,0.90 [0.85-0.96],1.000,,LDL Cholesterol
