Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-FC%,1.10 [0.94-1.29],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
L-VLDL-TG%,1.04 [0.87-1.24],1.000,,Triglycerides to Total-Lipids in Large VLDL percentage
L-VLDL-C%,1.03 [0.87-1.22],1.000,,Cholesterol to Total-Lipids in Large VLDL percentage
L-VLDL-FC%,1.03 [0.86-1.23],1.000,,Free Cholesterol to Total-Lipids in Large VLDL percentage
L-VLDL-CE%,1.02 [0.86-1.21],1.000,,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
HDL-C,0.96 [0.79-1.16],1.000,,HDL Cholesterol
LDL-C,0.94 [0.80-1.10],1.000,,LDL Cholesterol
M-LDL-TG%,0.94 [0.80-1.10],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
Non-HDL-C,0.92 [0.79-1.07],1.000,,Total-Cholesterol Minus HDL-C
Remnant-C,0.89 [0.76-1.04],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
