Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.07 [0.95-1.21],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
L-LDL-TG%,1.07 [0.95-1.20],1.000,,Triglycerides to Total-Lipids in Large LDL percentage
L-LDL-PL%,1.05 [0.92-1.19],1.000,,Phospholipids to Total-Lipids in Large LDL percentage
L-HDL-PL%,1.03 [0.92-1.16],1.000,,Phospholipids to Total-Lipids in Large HDL percentage
L-HDL-TG%,1.03 [0.91-1.16],1.000,,Triglycerides to Total-Lipids in Large HDL percentage
M-LDL-FC%,0.97 [0.86-1.09],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
HDL-C,0.94 [0.81-1.09],1.000,,HDL Cholesterol
Non-HDL-C,0.89 [0.79-1.00],1.000,,Total-Cholesterol Minus HDL-C
LDL-C,0.89 [0.79-1.00],1.000,,LDL Cholesterol
Clinical LDL-C,0.89 [0.79-1.00],1.000,,Clinical LDL Cholesterol
