Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
HDL-FC,1.19 [1.00-1.42],1.000,,Free Cholesterol in HDL
Albumin,1.07 [0.92-1.24],1.000,,Albumin
M-LDL-FC%,1.03 [0.89-1.20],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
LDL-FC,1.02 [0.88-1.18],1.000,,Free Cholesterol in LDL
Creatinine,1.00 [0.85-1.18],1.000,,Creatinine
M-LDL-PL%,0.99 [0.85-1.15],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
L-VLDL-CE%,0.97 [0.83-1.13],1.000,,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
L-VLDL-PL%,0.94 [0.79-1.13],1.000,,Phospholipids to Total-Lipids in Large VLDL percentage
L-VLDL-FC%,0.93 [0.79-1.10],1.000,,Free Cholesterol to Total-Lipids in Large VLDL percentage
M-HDL-PL%,0.91 [0.78-1.06],1.000,,Phospholipids to Total-Lipids in Medium HDL percentage
