Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
MUFA%,1.13 [1.08-1.19],0.057,,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
Omega-6/Omega-3,1.10 [1.05-1.15],1.000,,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
M-LDL-TG%,1.09 [1.05-1.14],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
Gly,1.02 [0.95-1.08],1.000,,Glycine
Phe,1.00 [0.96-1.05],1.000,,Phenylalanine
DHA%,0.89 [0.85-0.93],0.057,,Docosahexaenoic Acid to Total-Fatty Acids percentage
PUFA/MUFA,0.89 [0.85-0.93],0.102,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
Omega-3%,0.88 [0.84-0.92],0.043,*,Omega-3 Fatty Acids to Total-Fatty Acids percentage
Unsaturation,0.88 [0.84-0.92],0.006,**,Degree of Unsaturation
DHA,0.87 [0.83-0.92],0.047,*,Docosahexaenoic Acid
