Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
Omega-6%,1.12 [0.96-1.30],1.000,,Omega-6 Fatty Acids to Total-Fatty Acids percentage
M-LDL-FC%,1.11 [0.95-1.29],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
LA%,1.10 [0.94-1.28],1.000,,Linoleic Acid to Total-Fatty Acids percentage
PUFA/MUFA,1.10 [0.94-1.28],1.000,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
PUFA%,1.07 [0.92-1.25],1.000,,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
M-VLDL-TG%,0.96 [0.81-1.13],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
Val,0.86 [0.73-1.02],1.000,,Valine
ApoB,0.86 [0.74-1.00],1.000,,Apolipoprotein B
Total-BCAA,0.86 [0.72-1.02],1.000,,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
ApoB/ApoA1,0.83 [0.71-0.97],1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
