Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
GlycA,1.22 [1.14-1.32],0.012,*,Glycoprotein Acetyls
M-LDL-TG%,1.08 [1.01-1.16],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
ApoB,1.02 [0.95-1.09],1.000,,Apolipoprotein B
Non-HDL-C,1.00 [0.94-1.08],1.000,,Total-Cholesterol Minus HDL-C
ApoA1,1.00 [0.93-1.09],1.000,,Apolipoprotein A1
LDL-CE,1.00 [0.93-1.07],1.000,,Cholesteryl Esters in LDL
Total-CE,1.00 [0.93-1.07],1.000,,Total-Esterified Cholesterol
LDL-C,0.99 [0.93-1.06],1.000,,LDL Cholesterol
HDL-CE,0.99 [0.91-1.08],1.000,,Cholesteryl Esters in HDL
M-LDL-FC%,0.92 [0.86-0.99],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
