Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
MUFA%,1.13 [1.04-1.22],1.000,,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
M-LDL-TG%,1.12 [1.03-1.20],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
MUFA,1.07 [0.99-1.15],1.000,,Monounsaturated Fatty Acids
Omega-3%,1.01 [0.93-1.09],1.000,,Omega-3 Fatty Acids to Total-Fatty Acids percentage
SFA%,1.01 [0.93-1.08],1.000,,Saturated Fatty Acids to Total-Fatty Acids percentage
LDL-C,0.95 [0.88-1.03],1.000,,LDL Cholesterol
Non-HDL-C,0.94 [0.87-1.02],1.000,,Total-Cholesterol Minus HDL-C
Remnant-C,0.94 [0.87-1.02],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Total-C,0.94 [0.87-1.01],1.000,,Total-Cholesterol
M-LDL-FC%,0.89 [0.83-0.96],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
