Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
DHA%,1.10 [0.99-1.22],1.000,,Docosahexaenoic Acid to Total-Fatty Acids percentage
PUFA/MUFA,1.06 [0.96-1.18],1.000,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
M-VLDL-C%,1.02 [0.92-1.13],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
HDL-CE,1.00 [0.89-1.13],1.000,,Cholesteryl Esters in HDL
HDL-C,1.00 [0.89-1.13],1.000,,HDL Cholesterol
ApoB,0.97 [0.88-1.08],1.000,,Apolipoprotein B
Non-HDL-C,0.97 [0.88-1.08],1.000,,Total-Cholesterol Minus HDL-C
M-LDL-FC%,0.97 [0.88-1.08],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Clinical LDL-C,0.97 [0.88-1.07],1.000,,Clinical LDL Cholesterol
LDL-C,0.97 [0.87-1.07],1.000,,LDL Cholesterol
