Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.52 [1.28-1.80],0.553,,Triglycerides to Total-Lipids in Medium LDL percentage
L-LDL-TG%,1.51 [1.27-1.80],0.826,,Triglycerides to Total-Lipids in Large LDL percentage
L-VLDL-PL%,1.42 [1.07-1.90],1.000,,Phospholipids to Total-Lipids in Large VLDL percentage
M-HDL-PL%,1.24 [1.03-1.49],1.000,,Phospholipids to Total-Lipids in Medium HDL percentage
L-VLDL-FC%,1.16 [0.94-1.43],1.000,,Free Cholesterol to Total-Lipids in Large VLDL percentage
M-LDL-FC%,0.86 [0.72-1.02],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
ApoB,0.73 [0.61-0.89],1.000,,Apolipoprotein B
S-LDL-C%,0.68 [0.58-0.80],0.495,,Cholesterol to Total-Lipids in Small LDL percentage
L-LDL-C%,0.68 [0.58-0.79],0.236,,Cholesterol to Total-Lipids in Large LDL percentage
M-LDL-C%,0.64 [0.56-0.74],6.803e-04,***,Cholesterol to Total-Lipids in Medium LDL percentage
