Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.02 [0.95-1.11],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
Val,1.01 [0.93-1.10],1.000,,Valine
Leu,1.01 [0.93-1.09],1.000,,Leucine
Total-BCAA,1.01 [0.93-1.09],1.000,,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Ile,1.00 [0.93-1.08],1.000,,Isoleucine
Unsaturation,0.99 [0.91-1.07],1.000,,Degree of Unsaturation
PUFA%,0.98 [0.91-1.05],1.000,,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
DHA,0.97 [0.89-1.05],1.000,,Docosahexaenoic Acid
SFA%,0.97 [0.90-1.04],1.000,,Saturated Fatty Acids to Total-Fatty Acids percentage
M-LDL-FC%,0.95 [0.88-1.02],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
