Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
HDL-PL,1.99 [1.84-2.16],7.403e-55,***,Phospholipids in HDL
HDL-L,1.97 [1.81-2.15],4.338e-50,***,Total-Lipids in HDL
M-HDL-FC,1.93 [1.79-2.09],1.206e-54,***,Free Cholesterol in Medium HDL
M-HDL-L,1.93 [1.78-2.09],2.895e-54,***,Total-Lipids in Medium HDL
ApoA1,1.93 [1.77-2.09],4.067e-50,***,Apolipoprotein A1
HDL-FC,1.92 [1.76-2.09],7.136e-46,***,Free Cholesterol in HDL
M-HDL-P,1.92 [1.78-2.07],5.372e-58,***,Concentration of Medium HDL Particles
M-HDL-PL,1.92 [1.78-2.07],8.740e-58,***,Phospholipids in Medium HDL
M-HDL-C,1.90 [1.75-2.06],6.476e-50,***,Cholesterol in Medium HDL
L-HDL-PL,1.89 [1.73-2.06],1.268e-40,***,Phospholipids in Large HDL
M-HDL-CE,1.88 [1.74-2.04],3.820e-49,***,Cholesteryl Esters in Medium HDL
HDL-C,1.88 [1.72-2.05],1.244e-40,***,HDL Cholesterol
HDL-CE,1.85 [1.69-2.01],1.176e-38,***,Cholesteryl Esters in HDL
L-HDL-L,1.82 [1.67-1.99],1.167e-33,***,Total-Lipids in Large HDL
HDL-P,1.76 [1.63-1.90],4.767e-41,***,Concentration of HDL Particles
L-HDL-P,1.76 [1.61-1.92],1.320e-30,***,Concentration of Large HDL Particles
L-HDL-FC,1.75 [1.60-1.91],4.739e-29,***,Free Cholesterol in Large HDL
Total-P,1.71 [1.58-1.85],2.364e-34,***,Total-Concentration of Lipoprotein Particles
L-HDL-C,1.69 [1.55-1.86],6.935e-24,***,Cholesterol in Large HDL
HDL-size,1.69 [1.54-1.85],1.598e-24,***,Average Diameter for HDL Particles
L-HDL-CE,1.67 [1.52-1.83],3.114e-22,***,Cholesteryl Esters in Large HDL
S-HDL-PL,1.66 [1.54-1.79],1.107e-33,***,Phospholipids in Small HDL
S-HDL-PL%,1.66 [1.52-1.80],2.323e-27,***,Phospholipids to Total-Lipids in Small HDL percentage
PC,1.63 [1.49-1.77],9.309e-24,***,Phosphatidylcholines
Phosphoglyc,1.63 [1.50-1.77],1.189e-24,***,Phosphoglycerides
Cholines,1.59 [1.46-1.73],2.508e-21,***,Total-Cholines
S-HDL-L,1.59 [1.47-1.72],4.585e-25,***,Total-Lipids in Small HDL
SFA%,1.55 [1.44-1.67],3.687e-26,***,Saturated Fatty Acids to Total-Fatty Acids percentage
M-HDL-FC%,1.55 [1.41-1.70],4.962e-14,***,Free Cholesterol to Total-Lipids in Medium HDL percentage
