Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.08 [0.97-1.20],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
L-LDL-PL%,1.07 [0.96-1.20],1.000,,Phospholipids to Total-Lipids in Large LDL percentage
IDL-TG%,1.07 [0.96-1.19],1.000,,Triglycerides to Total-Lipids in IDL percentage
L-HDL-TG%,1.02 [0.91-1.14],1.000,,Triglycerides to Total-Lipids in Large HDL percentage
L-HDL-FC%,1.01 [0.92-1.12],1.000,,Free Cholesterol to Total-Lipids in Large HDL percentage
M-LDL-FC%,0.97 [0.88-1.08],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
VLDL-C,0.93 [0.84-1.04],1.000,,VLDL Cholesterol
HDL-CE,0.92 [0.80-1.04],1.000,,Cholesteryl Esters in HDL
Total-C,0.90 [0.81-1.00],1.000,,Total-Cholesterol
LDL-CE,0.89 [0.80-0.99],1.000,,Cholesteryl Esters in LDL
