Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
IDL-TG%,1.08 [1.06-1.10],1.152e-08,***,Triglycerides to Total-Lipids in IDL percentage
L-LDL-TG%,1.08 [1.06-1.10],2.057e-08,***,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-TG%,1.07 [1.05-1.10],1.525e-06,***,Triglycerides to Total-Lipids in Medium LDL percentage
XS-VLDL-PL%,1.07 [1.05-1.09],2.544e-05,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
XS-VLDL-TG%,1.07 [1.04-1.09],5.141e-04,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
L-HDL-PL%,1.06 [1.04-1.08],5.375e-04,***,Phospholipids to Total-Lipids in Large HDL percentage
GlycA,1.06 [1.04-1.08],0.020,*,Glycoprotein Acetyls
IDL-PL%,1.06 [1.04-1.08],0.012,*,Phospholipids to Total-Lipids in IDL percentage
Total-C,0.95 [0.93-0.97],0.043,*,Total-Cholesterol
Non-HDL-C,0.95 [0.93-0.97],0.037,*,Total-Cholesterol Minus HDL-C
LDL-C,0.95 [0.93-0.97],0.040,*,LDL Cholesterol
Total-CE,0.95 [0.93-0.97],0.037,*,Total-Esterified Cholesterol
L-LDL-C,0.95 [0.93-0.97],0.027,*,Cholesterol in Large LDL
IDL-L,0.95 [0.93-0.96],0.031,*,Total-Lipids in IDL
S-LDL-FC,0.94 [0.92-0.96],0.022,*,Free Cholesterol in Small LDL
L-LDL-PL,0.94 [0.92-0.96],0.018,*,Phospholipids in Large LDL
S-VLDL-FC%,0.94 [0.92-0.96],0.006,**,Free Cholesterol to Total-Lipids in Small VLDL percentage
M-LDL-FC,0.94 [0.92-0.96],0.011,*,Free Cholesterol in Medium LDL
Unsaturation,0.94 [0.92-0.96],0.009,**,Degree of Unsaturation
Clinical LDL-C,0.94 [0.92-0.96],0.002,**,Clinical LDL Cholesterol
M-VLDL-CE,0.94 [0.92-0.96],0.010,**,Cholesteryl Esters in Medium VLDL
IDL-P,0.94 [0.92-0.96],0.015,*,Concentration of IDL Particles
S-VLDL-PL%,0.94 [0.92-0.96],0.005,**,Phospholipids to Total-Lipids in Small VLDL percentage
LDL-FC,0.94 [0.92-0.96],0.001,**,Free Cholesterol in LDL
L-LDL-FC%,0.94 [0.92-0.96],2.392e-04,***,Free Cholesterol to Total-Lipids in Large LDL percentage
IDL-FC,0.94 [0.92-0.96],0.002,**,Free Cholesterol in IDL
L-LDL-FC,0.94 [0.92-0.96],7.589e-04,***,Free Cholesterol in Large LDL
IDL-C,0.94 [0.92-0.96],6.558e-04,***,Cholesterol in IDL
IDL-CE,0.94 [0.92-0.96],7.849e-04,***,Cholesteryl Esters in IDL
XS-VLDL-C%,0.94 [0.92-0.95],9.101e-06,***,Cholesterol to Total-Lipids in Very Small VLDL percentage
LA%,0.94 [0.92-0.96],6.532e-05,***,Linoleic Acid to Total-Fatty Acids percentage
S-LDL-C%,0.93 [0.92-0.95],1.237e-05,***,Cholesterol to Total-Lipids in Small LDL percentage
XS-VLDL-CE%,0.93 [0.92-0.95],3.064e-06,***,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
L-LDL-C%,0.93 [0.92-0.95],2.040e-06,***,Cholesterol to Total-Lipids in Large LDL percentage
M-LDL-C%,0.93 [0.91-0.95],5.316e-07,***,Cholesterol to Total-Lipids in Medium LDL percentage
IDL-CE%,0.93 [0.91-0.95],8.976e-08,***,Cholesteryl Esters to Total-Lipids in IDL percentage
IDL-C%,0.93 [0.91-0.95],5.156e-09,***,Cholesterol to Total-Lipids in IDL percentage
