Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
IDL-TG%,1.10 [1.07-1.13],9.668e-09,***,Triglycerides to Total-Lipids in IDL percentage
XS-VLDL-TG%,1.09 [1.07-1.12],1.250e-06,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
L-LDL-TG%,1.09 [1.07-1.12],3.946e-07,***,Triglycerides to Total-Lipids in Large LDL percentage
M-VLDL-TG%,1.09 [1.06-1.12],4.268e-04,***,Triglycerides to Total-Lipids in Medium VLDL percentage
MUFA%,1.08 [1.06-1.11],1.715e-04,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
S-VLDL-TG%,1.08 [1.06-1.11],6.494e-04,***,Triglycerides to Total-Lipids in Small VLDL percentage
M-LDL-TG%,1.08 [1.06-1.11],2.108e-05,***,Triglycerides to Total-Lipids in Medium LDL percentage
XS-VLDL-PL%,1.08 [1.05-1.10],0.004,**,Phospholipids to Total-Lipids in Very Small VLDL percentage
L-HDL-PL%,1.07 [1.05-1.10],9.983e-04,***,Phospholipids to Total-Lipids in Large HDL percentage
S-LDL-TG%,1.07 [1.05-1.10],0.008,**,Triglycerides to Total-Lipids in Small LDL percentage
L-HDL-C%,0.94 [0.92-0.96],0.031,*,Cholesterol to Total-Lipids in Large HDL percentage
M-VLDL-CE%,0.93 [0.91-0.96],5.282e-04,***,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
S-LDL-C%,0.93 [0.91-0.96],0.010,*,Cholesterol to Total-Lipids in Small LDL percentage
L-LDL-FC,0.93 [0.91-0.96],0.020,*,Free Cholesterol in Large LDL
PUFA%,0.93 [0.91-0.95],0.001,**,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
M-VLDL-PL%,0.93 [0.91-0.95],0.003,**,Phospholipids to Total-Lipids in Medium VLDL percentage
S-VLDL-C%,0.93 [0.91-0.95],0.003,**,Cholesterol to Total-Lipids in Small VLDL percentage
M-VLDL-FC%,0.93 [0.91-0.95],0.002,**,Free Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-C%,0.93 [0.91-0.95],2.632e-04,***,Cholesterol to Total-Lipids in Medium VLDL percentage
M-LDL-C%,0.93 [0.91-0.95],3.536e-04,***,Cholesterol to Total-Lipids in Medium LDL percentage
IDL-CE,0.93 [0.90-0.95],0.003,**,Cholesteryl Esters in IDL
LA%,0.93 [0.91-0.95],6.022e-04,***,Linoleic Acid to Total-Fatty Acids percentage
IDL-C,0.93 [0.90-0.95],0.002,**,Cholesterol in IDL
IDL-FC,0.93 [0.90-0.95],0.003,**,Free Cholesterol in IDL
L-LDL-C%,0.93 [0.90-0.95],2.527e-05,***,Cholesterol to Total-Lipids in Large LDL percentage
IDL-CE%,0.92 [0.90-0.95],9.181e-06,***,Cholesteryl Esters to Total-Lipids in IDL percentage
PUFA/MUFA,0.92 [0.90-0.95],1.281e-04,***,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
S-VLDL-FC%,0.92 [0.90-0.94],1.601e-05,***,Free Cholesterol to Total-Lipids in Small VLDL percentage
Unsaturation,0.92 [0.90-0.94],4.306e-05,***,Degree of Unsaturation
L-LDL-FC%,0.92 [0.90-0.94],2.464e-06,***,Free Cholesterol to Total-Lipids in Large LDL percentage
S-VLDL-PL%,0.92 [0.90-0.94],1.716e-05,***,Phospholipids to Total-Lipids in Small VLDL percentage
IDL-C%,0.92 [0.90-0.94],6.673e-08,***,Cholesterol to Total-Lipids in IDL percentage
XS-VLDL-C%,0.92 [0.90-0.94],1.103e-07,***,Cholesterol to Total-Lipids in Very Small VLDL percentage
XS-VLDL-CE%,0.91 [0.89-0.94],3.106e-08,***,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
