Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
HDL-FC,1.23 [1.00-1.51],1.000,,Free Cholesterol in HDL
M-LDL-TG%,1.18 [1.00-1.38],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
SFA,1.12 [0.95-1.31],1.000,,Saturated Fatty Acids
Albumin,1.07 [0.90-1.28],1.000,,Albumin
Total-FA,1.05 [0.89-1.24],1.000,,Total-Fatty Acids
Total-CE,0.96 [0.81-1.14],1.000,,Total-Esterified Cholesterol
LDL-CE,0.94 [0.80-1.11],1.000,,Cholesteryl Esters in LDL
VLDL-C,0.92 [0.78-1.10],1.000,,VLDL Cholesterol
VLDL-CE,0.91 [0.76-1.08],1.000,,Cholesteryl Esters in VLDL
M-LDL-FC%,0.88 [0.76-1.03],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
