Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
IDL-TG%,1.20 [1.06-1.37],1.000,,Triglycerides to Total-Lipids in IDL percentage
M-LDL-TG%,1.18 [1.04-1.35],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
IDL-PL%,1.18 [1.03-1.34],1.000,,Phospholipids to Total-Lipids in IDL percentage
TG/PG,1.16 [1.01-1.34],1.000,,Triglycerides to Phosphoglycerides ratio
XXL-VLDL-TG,1.06 [0.93-1.21],1.000,,Triglycerides in Chylomicrons and Extremely Large VLDL
Remnant-C,0.88 [0.77-1.00],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
M-LDL-FC%,0.87 [0.77-0.98],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Non-HDL-C,0.86 [0.75-0.98],1.000,,Total-Cholesterol Minus HDL-C
LDL-C,0.84 [0.74-0.96],1.000,,LDL Cholesterol
Total-C,0.82 [0.72-0.93],1.000,,Total-Cholesterol
