Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
Ala,1.10 [0.96-1.27],1.000,,Alanine
Gly,1.05 [0.86-1.29],1.000,,Glycine
M-HDL-TG%,1.03 [0.88-1.20],1.000,,Triglycerides to Total-Lipids in Medium HDL percentage
Phe,1.01 [0.87-1.17],1.000,,Phenylalanine
M-LDL-FC%,1.00 [0.87-1.16],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
ApoA1,0.93 [0.79-1.09],1.000,,Apolipoprotein A1
Total-BCAA,0.91 [0.78-1.06],1.000,,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Val,0.89 [0.76-1.04],1.000,,Valine
M-VLDL-C%,0.87 [0.76-1.00],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
ApoB/ApoA1,0.82 [0.70-0.95],1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
