Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.23 [1.07-1.41],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
Val,1.09 [0.94-1.26],1.000,,Valine
VLDL-C,1.08 [0.94-1.25],1.000,,VLDL Cholesterol
ApoB/ApoA1,1.08 [0.93-1.24],1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
ApoB,1.01 [0.87-1.16],1.000,,Apolipoprotein B
DHA,0.97 [0.84-1.13],1.000,,Docosahexaenoic Acid
PUFA,0.95 [0.82-1.09],1.000,,Polyunsaturated Fatty Acids
Omega-6,0.94 [0.82-1.08],1.000,,Omega-6 Fatty Acids
LA,0.93 [0.81-1.07],1.000,,Linoleic Acid
M-LDL-FC%,0.86 [0.75-0.98],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
