Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
XS-VLDL-PL%,1.12 [1.09-1.16],2.800e-08,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
IDL-PL%,1.12 [1.09-1.15],2.846e-08,***,Phospholipids to Total-Lipids in IDL percentage
S-LDL-PL%,1.11 [1.07-1.14],5.882e-05,***,Phospholipids to Total-Lipids in Small LDL percentage
M-LDL-TG%,1.09 [1.05-1.12],0.009,**,Triglycerides to Total-Lipids in Medium LDL percentage
L-LDL-TG%,1.08 [1.05-1.12],0.012,*,Triglycerides to Total-Lipids in Large LDL percentage
IDL-TG%,1.08 [1.05-1.11],0.034,*,Triglycerides to Total-Lipids in IDL percentage
L-LDL-C%,0.92 [0.90-0.95],0.007,**,Cholesterol to Total-Lipids in Large LDL percentage
Total-FA,0.92 [0.90-0.95],0.010,*,Total-Fatty Acids
S-VLDL-PL,0.92 [0.89-0.95],0.043,*,Phospholipids in Small VLDL
M-LDL-CE%,0.92 [0.89-0.95],0.014,*,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
VLDL-C,0.92 [0.89-0.95],0.010,*,VLDL Cholesterol
VLDL-CE,0.92 [0.89-0.95],0.009,**,Cholesteryl Esters in VLDL
IDL-C%,0.92 [0.89-0.94],6.555e-05,***,Cholesterol to Total-Lipids in IDL percentage
S-HDL-PL,0.91 [0.89-0.94],0.005,**,Phospholipids in Small HDL
S-VLDL-FC,0.91 [0.89-0.94],0.005,**,Free Cholesterol in Small VLDL
M-VLDL-L,0.91 [0.89-0.94],0.002,**,Total-Lipids in Medium VLDL
L-LDL-P,0.91 [0.89-0.94],0.003,**,Concentration of Large LDL Particles
M-VLDL-CE,0.91 [0.89-0.94],0.003,**,Cholesteryl Esters in Medium VLDL
S-LDL-PL,0.91 [0.89-0.94],8.473e-04,***,Phospholipids in Small LDL
M-VLDL-PL,0.91 [0.88-0.94],8.647e-04,***,Phospholipids in Medium VLDL
M-VLDL-P,0.91 [0.88-0.94],8.339e-04,***,Concentration of Medium VLDL Particles
S-LDL-P,0.91 [0.88-0.94],4.985e-04,***,Concentration of Small LDL Particles
M-LDL-C%,0.91 [0.88-0.94],9.288e-06,***,Cholesterol to Total-Lipids in Medium LDL percentage
M-VLDL-FC,0.91 [0.88-0.94],6.482e-04,***,Free Cholesterol in Medium VLDL
M-VLDL-C,0.91 [0.88-0.94],4.625e-04,***,Cholesterol in Medium VLDL
IDL-PL,0.91 [0.88-0.94],4.794e-04,***,Phospholipids in IDL
LDL-P,0.91 [0.88-0.94],1.985e-04,***,Concentration of LDL Particles
LA,0.91 [0.88-0.93],2.529e-05,***,Linoleic Acid
DHA,0.91 [0.88-0.94],8.640e-04,***,Docosahexaenoic Acid
ApoB,0.91 [0.88-0.93],3.887e-05,***,Apolipoprotein B
S-HDL-L,0.91 [0.88-0.93],8.756e-05,***,Total-Lipids in Small HDL
HDL-P,0.91 [0.88-0.94],0.002,**,Concentration of HDL Particles
IDL-CE%,0.90 [0.88-0.93],4.008e-07,***,Cholesteryl Esters to Total-Lipids in IDL percentage
S-HDL-FC,0.90 [0.88-0.93],6.299e-05,***,Free Cholesterol in Small HDL
Phosphoglyc,0.90 [0.88-0.93],3.859e-05,***,Phosphoglycerides
S-LDL-FC,0.90 [0.88-0.93],1.432e-05,***,Free Cholesterol in Small LDL
S-LDL-CE%,0.90 [0.88-0.93],6.530e-06,***,Cholesteryl Esters to Total-Lipids in Small LDL percentage
S-LDL-L,0.90 [0.87-0.93],4.548e-06,***,Total-Lipids in Small LDL
Remnant-C,0.90 [0.88-0.93],1.962e-06,***,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
M-LDL-P,0.90 [0.87-0.93],9.113e-06,***,Concentration of Medium LDL Particles
Cholines,0.90 [0.87-0.93],1.274e-05,***,Total-Cholines
Omega-3,0.90 [0.87-0.93],5.190e-05,***,Omega-3 Fatty Acids
IDL-FC,0.90 [0.87-0.93],1.191e-05,***,Free Cholesterol in IDL
Omega-6,0.90 [0.87-0.93],1.344e-06,***,Omega-6 Fatty Acids
IDL-P,0.90 [0.87-0.93],1.766e-05,***,Concentration of IDL Particles
Total-PL,0.90 [0.87-0.93],1.578e-06,***,Total-Phospholipids in Lipoprotein Particles
Total-L,0.90 [0.87-0.93],1.444e-07,***,Total-Lipids in Lipoprotein Particles
IDL-L,0.90 [0.87-0.93],1.382e-06,***,Total-Lipids in IDL
S-HDL-CE,0.90 [0.87-0.93],3.073e-06,***,Cholesteryl Esters in Small HDL
PC,0.90 [0.87-0.93],5.291e-06,***,Phosphatidylcholines
S-LDL-CE,0.90 [0.87-0.92],6.046e-07,***,Cholesteryl Esters in Small LDL
S-HDL-C,0.90 [0.87-0.92],1.205e-06,***,Cholesterol in Small HDL
Non-HDL-C,0.90 [0.87-0.92],5.438e-08,***,Total-Cholesterol Minus HDL-C
L-LDL-L,0.90 [0.87-0.92],7.849e-08,***,Total-Lipids in Large LDL
S-LDL-C,0.90 [0.87-0.92],3.147e-07,***,Cholesterol in Small LDL
L-LDL-CE,0.90 [0.87-0.92],1.345e-07,***,Cholesteryl Esters in Large LDL
LDL-L,0.90 [0.87-0.92],3.693e-08,***,Total-Lipids in LDL
Total-P,0.90 [0.87-0.93],1.506e-05,***,Total-Concentration of Lipoprotein Particles
L-LDL-C,0.89 [0.87-0.92],6.064e-08,***,Cholesterol in Large LDL
Clinical LDL-C,0.89 [0.87-0.92],1.368e-08,***,Clinical LDL Cholesterol
