Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.18 [1.07-1.29],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
MUFA%,1.11 [1.00-1.22],1.000,,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
SFA%,1.09 [1.00-1.20],1.000,,Saturated Fatty Acids to Total-Fatty Acids percentage
Creatinine,1.04 [0.93-1.15],1.000,,Creatinine
MUFA,1.01 [0.92-1.11],1.000,,Monounsaturated Fatty Acids
HDL-C,0.98 [0.87-1.11],1.000,,HDL Cholesterol
M-LDL-FC%,0.90 [0.82-0.99],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
ApoB/ApoA1,0.87 [0.78-0.96],1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
ApoB,0.87 [0.78-0.96],1.000,,Apolipoprotein B
Clinical LDL-C,0.85 [0.77-0.93],1.000,,Clinical LDL Cholesterol
