Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-VLDL-CE%,1.08 [0.96-1.23],1.000,,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
M-LDL-FC%,1.06 [0.94-1.19],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-HDL-CE%,1.02 [0.91-1.15],1.000,,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
M-HDL-C%,1.01 [0.90-1.14],1.000,,Cholesterol to Total-Lipids in Medium HDL percentage
L-VLDL-FC%,1.00 [0.88-1.14],1.000,,Free Cholesterol to Total-Lipids in Large VLDL percentage
M-VLDL-PL%,1.00 [0.89-1.12],1.000,,Phospholipids to Total-Lipids in Medium VLDL percentage
HDL-C,0.98 [0.85-1.13],1.000,,HDL Cholesterol
ApoA1,0.92 [0.81-1.05],1.000,,Apolipoprotein A1
ApoB,0.87 [0.77-0.98],1.000,,Apolipoprotein B
Clinical LDL-C,0.86 [0.77-0.96],1.000,,Clinical LDL Cholesterol
