Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
Glu,1.12 [0.98-1.29],1.000,,Glucose
Pyruvate,1.10 [0.95-1.26],1.000,,Pyruvate
M-LDL-PL%,1.08 [0.93-1.25],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
Citrate,1.05 [0.90-1.22],1.000,,Citrate
Lactate,1.03 [0.89-1.19],1.000,,Lactate
M-LDL-FC%,0.94 [0.82-1.08],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Gly,0.94 [0.76-1.15],1.000,,Glycine
Leu,0.93 [0.80-1.08],1.000,,Leucine
His,0.92 [0.79-1.06],1.000,,Histidine
Total-BCAA,0.91 [0.78-1.06],1.000,,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
