Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
Omega-6/Omega-3,1.10 [1.03-1.18],1.000,,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
M-LDL-FC%,1.06 [0.99-1.13],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Tyr,1.03 [0.96-1.11],1.000,,Tyrosine
MUFA%,1.02 [0.95-1.09],1.000,,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
Phe,1.01 [0.94-1.08],1.000,,Phenylalanine
HDL-C,0.98 [0.90-1.06],1.000,,HDL Cholesterol
M-VLDL-TG%,0.97 [0.90-1.04],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
LDL-C,0.96 [0.89-1.02],1.000,,LDL Cholesterol
Non-HDL-C,0.95 [0.89-1.01],1.000,,Total-Cholesterol Minus HDL-C
Remnant-C,0.94 [0.88-1.00],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
