Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-PL%,1.07 [0.95-1.21],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
Gly,1.06 [0.90-1.25],1.000,,Glycine
DHA%,1.02 [0.91-1.15],1.000,,Docosahexaenoic Acid to Total-Fatty Acids percentage
ApoB/ApoA1,1.02 [0.90-1.15],1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
Ala,1.00 [0.89-1.13],1.000,,Alanine
M-LDL-FC%,0.93 [0.83-1.04],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Remnant-C,0.93 [0.83-1.04],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Non-HDL-C,0.91 [0.81-1.01],1.000,,Total-Cholesterol Minus HDL-C
LDL-C,0.89 [0.79-1.00],1.000,,LDL Cholesterol
Total-C,0.89 [0.79-0.99],1.000,,Total-Cholesterol
