Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.12 [0.99-1.27],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
MUFA%,1.07 [0.94-1.23],1.000,,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
SFA%,1.07 [0.94-1.20],1.000,,Saturated Fatty Acids to Total-Fatty Acids percentage
MUFA,1.06 [0.93-1.20],1.000,,Monounsaturated Fatty Acids
SFA,1.05 [0.93-1.19],1.000,,Saturated Fatty Acids
Omega-3%,0.96 [0.84-1.09],1.000,,Omega-3 Fatty Acids to Total-Fatty Acids percentage
M-LDL-FC%,0.93 [0.82-1.05],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
PUFA/MUFA,0.92 [0.81-1.05],1.000,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
DHA%,0.92 [0.81-1.04],1.000,,Docosahexaenoic Acid to Total-Fatty Acids percentage
LA%,0.91 [0.80-1.03],1.000,,Linoleic Acid to Total-Fatty Acids percentage
