Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
Phe,1.21 [1.02-1.44],1.000,,Phenylalanine
M-LDL-FC%,1.18 [0.99-1.42],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
L-VLDL-FC%,1.16 [0.96-1.40],1.000,,Free Cholesterol to Total-Lipids in Large VLDL percentage
M-HDL-PL%,1.08 [0.90-1.29],1.000,,Phospholipids to Total-Lipids in Medium HDL percentage
M-HDL-TG%,1.01 [0.85-1.21],1.000,,Triglycerides to Total-Lipids in Medium HDL percentage
HDL-CE,0.90 [0.73-1.11],1.000,,Cholesteryl Esters in HDL
Total-C,0.82 [0.69-0.97],1.000,,Total-Cholesterol
M-VLDL-TG%,0.81 [0.67-0.96],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
VLDL-C,0.79 [0.66-0.95],1.000,,VLDL Cholesterol
VLDL-size,0.63 [0.52-0.76],0.215,,Average Diameter for VLDL Particles
