Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
Gln,1.05 [0.99-1.13],1.000,,Glutamine
Gly,1.05 [0.96-1.15],1.000,,Glycine
His,1.02 [0.96-1.09],1.000,,Histidine
M-LDL-PL%,1.01 [0.94-1.08],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-LDL-CE%,1.01 [0.94-1.08],1.000,,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
Omega-6,0.99 [0.93-1.06],1.000,,Omega-6 Fatty Acids
LA,0.99 [0.93-1.06],1.000,,Linoleic Acid
Omega-3,0.97 [0.91-1.04],1.000,,Omega-3 Fatty Acids
DHA,0.97 [0.90-1.04],1.000,,Docosahexaenoic Acid
M-LDL-FC%,0.95 [0.89-1.01],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
