Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-VLDL-TG%,1.11 [0.99-1.25],1.000,,Triglycerides to Total-Lipids in Large VLDL percentage
L-LDL-TG%,1.11 [1.00-1.22],1.000,,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-TG%,1.10 [1.00-1.22],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
L-HDL-TG%,1.08 [0.97-1.20],1.000,,Triglycerides to Total-Lipids in Large HDL percentage
L-LDL-PL%,1.04 [0.93-1.16],1.000,,Phospholipids to Total-Lipids in Large LDL percentage
M-LDL-FC%,0.92 [0.83-1.01],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Remnant-C,0.88 [0.80-0.98],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
HDL-C,0.88 [0.77-0.99],1.000,,HDL Cholesterol
Non-HDL-C,0.87 [0.79-0.97],1.000,,Total-Cholesterol Minus HDL-C
LDL-C,0.87 [0.78-0.96],1.000,,LDL Cholesterol
