Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
Total-CE,1.15 [0.97-1.34],1.000,,Total-Esterified Cholesterol
HDL-CE,1.14 [0.95-1.38],1.000,,Cholesteryl Esters in HDL
LDL-CE,1.13 [0.97-1.33],1.000,,Cholesteryl Esters in LDL
M-LDL-FC%,1.06 [0.90-1.24],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
VLDL-C,1.04 [0.89-1.23],1.000,,VLDL Cholesterol
M-LDL-PL%,0.96 [0.82-1.14],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
Gln,0.96 [0.82-1.13],1.000,,Glutamine
Tyr,0.95 [0.80-1.13],1.000,,Tyrosine
M-HDL-TG%,0.94 [0.79-1.11],1.000,,Triglycerides to Total-Lipids in Medium HDL percentage
Ala,0.94 [0.80-1.11],1.000,,Alanine
