Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-TG%,1.10 [1.05-1.15],1.000,,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-TG%,1.10 [1.05-1.15],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
M-HDL-PL%,1.08 [1.03-1.13],1.000,,Phospholipids to Total-Lipids in Medium HDL percentage
M-HDL-TG%,1.02 [0.97-1.07],1.000,,Triglycerides to Total-Lipids in Medium HDL percentage
L-VLDL-TG%,1.01 [0.96-1.06],1.000,,Triglycerides to Total-Lipids in Large VLDL percentage
M-LDL-FC%,0.97 [0.93-1.01],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Val,0.96 [0.91-1.01],1.000,,Valine
ApoB/ApoA1,0.95 [0.91-1.00],1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
L-LDL-C%,0.89 [0.85-0.93],0.035,*,Cholesterol to Total-Lipids in Large LDL percentage
L-LDL-CE%,0.88 [0.84-0.92],0.002,**,Cholesteryl Esters to Total-Lipids in Large LDL percentage
