Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
XS-VLDL-TG%,1.21 [1.14-1.30],7.621e-04,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
IDL-TG%,1.21 [1.14-1.29],3.610e-04,***,Triglycerides to Total-Lipids in IDL percentage
M-VLDL-TG%,1.21 [1.13-1.29],0.019,*,Triglycerides to Total-Lipids in Medium VLDL percentage
S-VLDL-TG%,1.20 [1.12-1.29],0.035,*,Triglycerides to Total-Lipids in Small VLDL percentage
L-LDL-TG%,1.20 [1.13-1.27],0.001,**,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-TG%,1.19 [1.12-1.26],0.009,**,Triglycerides to Total-Lipids in Medium LDL percentage
M-LDL-C%,0.86 [0.81-0.91],0.034,*,Cholesterol to Total-Lipids in Medium LDL percentage
IDL-C%,0.85 [0.80-0.90],0.005,**,Cholesterol to Total-Lipids in IDL percentage
Clinical LDL-C,0.85 [0.80-0.90],0.050,*,Clinical LDL Cholesterol
M-VLDL-FC%,0.85 [0.80-0.90],0.023,*,Free Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-PL%,0.85 [0.80-0.90],0.013,*,Phospholipids to Total-Lipids in Medium VLDL percentage
Total-C,0.85 [0.80-0.90],0.033,*,Total-Cholesterol
S-VLDL-FC%,0.85 [0.80-0.90],0.022,*,Free Cholesterol to Total-Lipids in Small VLDL percentage
Total-CE,0.84 [0.79-0.90],0.032,*,Total-Esterified Cholesterol
S-LDL-C%,0.84 [0.79-0.89],0.005,**,Cholesterol to Total-Lipids in Small LDL percentage
LDL-FC,0.84 [0.79-0.90],0.046,*,Free Cholesterol in LDL
S-VLDL-PL%,0.84 [0.79-0.90],0.035,*,Phospholipids to Total-Lipids in Small VLDL percentage
IDL-L,0.84 [0.79-0.90],0.026,*,Total-Lipids in IDL
XS-VLDL-C%,0.84 [0.79-0.89],5.724e-04,***,Cholesterol to Total-Lipids in Very Small VLDL percentage
XS-VLDL-CE%,0.84 [0.79-0.89],4.872e-04,***,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
L-LDL-FC,0.84 [0.78-0.89],0.019,*,Free Cholesterol in Large LDL
M-VLDL-CE,0.83 [0.78-0.89],0.014,*,Cholesteryl Esters in Medium VLDL
IDL-CE,0.83 [0.78-0.89],0.006,**,Cholesteryl Esters in IDL
IDL-C,0.83 [0.78-0.88],0.003,**,Cholesterol in IDL
IDL-FC,0.82 [0.77-0.88],0.002,**,Free Cholesterol in IDL
