Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-HDL-PL%,1.14 [1.02-1.28],1.000,,Phospholipids to Total-Lipids in Medium HDL percentage
L-VLDL-TG%,1.11 [0.98-1.26],1.000,,Triglycerides to Total-Lipids in Large VLDL percentage
Ala,1.05 [0.93-1.18],1.000,,Alanine
M-HDL-TG%,1.02 [0.90-1.15],1.000,,Triglycerides to Total-Lipids in Medium HDL percentage
M-LDL-PL%,1.02 [0.90-1.14],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-LDL-FC%,0.95 [0.85-1.06],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
ApoA1,0.94 [0.82-1.07],1.000,,Apolipoprotein A1
Val,0.89 [0.79-1.01],1.000,,Valine
ApoB/ApoA1,0.89 [0.79-1.00],1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
ApoB,0.84 [0.75-0.94],1.000,,Apolipoprotein B
