Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
Omega-6%,1.23 [1.04-1.46],1.000,,Omega-6 Fatty Acids to Total-Fatty Acids percentage
Citrate,1.23 [1.04-1.46],1.000,,Citrate
M-LDL-FC%,1.18 [1.00-1.41],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
PUFA%,1.11 [0.94-1.31],1.000,,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
LDL-FC,1.01 [0.86-1.20],1.000,,Free Cholesterol in LDL
M-LDL-PL%,0.99 [0.83-1.18],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
Val,0.85 [0.71-1.02],1.000,,Valine
Ile,0.83 [0.70-1.00],1.000,,Isoleucine
Total-BCAA,0.83 [0.69-1.00],1.000,,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Leu,0.82 [0.68-0.99],1.000,,Leucine
