Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-PL%,1.15 [0.95-1.38],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
Omega-3,1.05 [0.88-1.26],1.000,,Omega-3 Fatty Acids
SFA,1.04 [0.88-1.24],1.000,,Saturated Fatty Acids
MUFA,1.03 [0.87-1.22],1.000,,Monounsaturated Fatty Acids
DHA,1.01 [0.85-1.21],1.000,,Docosahexaenoic Acid
VLDL-CE,0.95 [0.80-1.14],1.000,,Cholesteryl Esters in VLDL
Total-CE,0.95 [0.80-1.13],1.000,,Total-Esterified Cholesterol
PUFA/MUFA,0.95 [0.80-1.14],1.000,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
M-LDL-FC%,0.95 [0.80-1.12],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Omega-6/Omega-3,0.92 [0.77-1.10],1.000,,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
