Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
IDL-PL%,1.15 [1.07-1.24],1.000,,Phospholipids to Total-Lipids in IDL percentage
IDL-TG%,1.05 [0.98-1.13],1.000,,Triglycerides to Total-Lipids in IDL percentage
L-HDL-PL%,1.01 [0.94-1.09],1.000,,Phospholipids to Total-Lipids in Large HDL percentage
IDL-FC%,1.01 [0.94-1.08],1.000,,Free Cholesterol to Total-Lipids in IDL percentage
M-LDL-FC%,1.01 [0.94-1.08],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
S-HDL-L,0.80 [0.74-0.87],0.012,*,Total-Lipids in Small HDL
S-HDL-FC,0.80 [0.74-0.87],0.011,*,Free Cholesterol in Small HDL
S-HDL-CE,0.79 [0.73-0.86],0.002,**,Cholesteryl Esters in Small HDL
HDL-P,0.79 [0.73-0.86],0.028,*,Concentration of HDL Particles
S-HDL-P,0.79 [0.73-0.85],0.002,**,Concentration of Small HDL Particles
Total-P,0.79 [0.73-0.86],0.010,*,Total-Concentration of Lipoprotein Particles
S-HDL-C,0.79 [0.73-0.85],7.583e-04,***,Cholesterol in Small HDL
