Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.15 [1.05-1.26],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
Citrate,1.08 [0.98-1.19],1.000,,Citrate
HDL-FC,1.06 [0.94-1.19],1.000,,Free Cholesterol in HDL
Glu,1.05 [0.96-1.15],1.000,,Glucose
Albumin,1.01 [0.92-1.12],1.000,,Albumin
VLDL-C,0.95 [0.86-1.04],1.000,,VLDL Cholesterol
Total-CE,0.94 [0.85-1.03],1.000,,Total-Esterified Cholesterol
Total-C,0.94 [0.85-1.03],1.000,,Total-Cholesterol
LDL-CE,0.92 [0.84-1.01],1.000,,Cholesteryl Esters in LDL
M-LDL-FC%,0.91 [0.83-1.00],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
