Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.10 [0.94-1.29],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
ApoB/ApoA1,1.08 [0.91-1.27],1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
Phe,1.07 [0.90-1.26],1.000,,Phenylalanine
Tyr,1.02 [0.86-1.22],1.000,,Tyrosine
VLDL-C,1.00 [0.85-1.18],1.000,,VLDL Cholesterol
LDL-CE,0.99 [0.84-1.16],1.000,,Cholesteryl Esters in LDL
Total-C,0.94 [0.80-1.10],1.000,,Total-Cholesterol
Total-CE,0.93 [0.80-1.10],1.000,,Total-Esterified Cholesterol
M-LDL-FC%,0.89 [0.76-1.04],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
HDL-CE,0.83 [0.68-1.02],1.000,,Cholesteryl Esters in HDL
