Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
Ala,1.20 [1.06-1.35],1.000,,Alanine
M-HDL-PL%,1.06 [0.94-1.21],1.000,,Phospholipids to Total-Lipids in Medium HDL percentage
Gln,1.05 [0.92-1.19],1.000,,Glutamine
M-HDL-CE%,1.02 [0.90-1.16],1.000,,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
M-LDL-FC%,1.00 [0.89-1.13],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-VLDL-C%,0.96 [0.85-1.07],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
ApoA1,0.91 [0.79-1.05],1.000,,Apolipoprotein A1
ApoB/ApoA1,0.85 [0.75-0.97],1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
Val,0.81 [0.71-0.93],1.000,,Valine
ApoB,0.79 [0.70-0.90],1.000,,Apolipoprotein B
