Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-HDL-PL%,1.15 [0.99-1.34],1.000,,Phospholipids to Total-Lipids in Medium HDL percentage
L-LDL-TG%,1.12 [0.97-1.30],1.000,,Triglycerides to Total-Lipids in Large LDL percentage
L-VLDL-TG%,1.09 [0.93-1.29],1.000,,Triglycerides to Total-Lipids in Large VLDL percentage
M-LDL-PL%,1.08 [0.92-1.26],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
L-LDL-PL%,1.02 [0.87-1.19],1.000,,Phospholipids to Total-Lipids in Large LDL percentage
M-LDL-FC%,0.96 [0.83-1.11],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
HDL-C,0.87 [0.73-1.05],1.000,,HDL Cholesterol
LDL-C,0.85 [0.74-0.99],1.000,,LDL Cholesterol
Clinical LDL-C,0.85 [0.73-0.98],1.000,,Clinical LDL Cholesterol
Non-HDL-C,0.85 [0.73-0.98],1.000,,Total-Cholesterol Minus HDL-C
