Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
Leu,1.14 [0.97-1.34],1.000,,Leucine
Total-BCAA,1.13 [0.95-1.34],1.000,,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Ile,1.12 [0.95-1.31],1.000,,Isoleucine
Val,1.12 [0.94-1.33],1.000,,Valine
M-VLDL-TG%,1.05 [0.88-1.26],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
VLDL-CE,1.00 [0.84-1.18],1.000,,Cholesteryl Esters in VLDL
LDL-CE,0.97 [0.83-1.15],1.000,,Cholesteryl Esters in LDL
M-LDL-FC%,0.94 [0.80-1.10],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Total-CE,0.93 [0.79-1.09],1.000,,Total-Esterified Cholesterol
Omega-6/Omega-3,0.90 [0.76-1.07],1.000,,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
