Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-VLDL-TG%,1.29 [1.04-1.60],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
S-HDL-PL%,1.20 [0.98-1.47],1.000,,Phospholipids to Total-Lipids in Small HDL percentage
M-LDL-PL%,1.19 [0.96-1.47],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-LDL-TG%,1.15 [0.95-1.38],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
M-LDL-FC%,1.00 [0.83-1.21],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
S-HDL-C%,0.93 [0.77-1.13],1.000,,Cholesterol to Total-Lipids in Small HDL percentage
M-VLDL-CE%,0.83 [0.71-0.96],1.000,,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-VLDL-C%,0.80 [0.68-0.95],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-FC%,0.77 [0.65-0.92],1.000,,Free Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-PL%,0.76 [0.64-0.91],1.000,,Phospholipids to Total-Lipids in Medium VLDL percentage
