Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.07 [1.01-1.15],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
S-HDL-TG%,1.07 [1.00-1.15],1.000,,Triglycerides to Total-Lipids in Small HDL percentage
S-LDL-CE%,1.06 [0.99-1.13],1.000,,Cholesteryl Esters to Total-Lipids in Small LDL percentage
M-VLDL-TG%,1.04 [0.97-1.11],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
S-HDL-PL%,1.03 [0.96-1.10],1.000,,Phospholipids to Total-Lipids in Small HDL percentage
M-LDL-FC%,0.94 [0.88-1.00],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
PUFA%,0.86 [0.81-0.92],0.411,,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
PUFA/MUFA,0.86 [0.80-0.91],0.955,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
DHA%,0.85 [0.80-0.91],0.374,,Docosahexaenoic Acid to Total-Fatty Acids percentage
Unsaturation,0.84 [0.79-0.90],0.101,,Degree of Unsaturation
