Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-CE%,1.17 [0.99-1.37],1.000,,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
Val,1.08 [0.92-1.27],1.000,,Valine
Total-BCAA,1.05 [0.90-1.24],1.000,,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Leu,1.05 [0.90-1.23],1.000,,Leucine
M-VLDL-C%,1.05 [0.90-1.22],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
M-LDL-FC%,0.98 [0.85-1.14],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Citrate,0.97 [0.82-1.14],1.000,,Citrate
Creatinine,0.97 [0.82-1.14],1.000,,Creatinine
HDL-FC,0.90 [0.74-1.10],1.000,,Free Cholesterol in HDL
SFA%,0.90 [0.77-1.04],1.000,,Saturated Fatty Acids to Total-Fatty Acids percentage
