Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.12 [0.97-1.29],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
M-VLDL-PL%,1.08 [0.93-1.25],1.000,,Phospholipids to Total-Lipids in Medium VLDL percentage
M-VLDL-FC%,1.07 [0.93-1.24],1.000,,Free Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-C%,1.07 [0.92-1.24],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-CE%,1.06 [0.92-1.23],1.000,,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-LDL-PL%,0.97 [0.84-1.13],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-LDL-FC%,0.96 [0.84-1.11],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-VLDL-TG%,0.93 [0.80-1.09],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
S-HDL-C%,0.90 [0.78-1.04],1.000,,Cholesterol to Total-Lipids in Small HDL percentage
S-HDL-CE%,0.87 [0.75-1.00],1.000,,Cholesteryl Esters to Total-Lipids in Small HDL percentage
