Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
S-LDL-PL%,1.18 [1.08-1.28],1.000,,Phospholipids to Total-Lipids in Small LDL percentage
M-LDL-TG%,1.15 [1.06-1.24],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
M-VLDL-TG%,1.14 [1.04-1.24],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
M-LDL-PL%,1.10 [1.01-1.21],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
S-HDL-TG%,1.10 [1.01-1.21],1.000,,Triglycerides to Total-Lipids in Small HDL percentage
Total-C,0.82 [0.76-0.89],0.402,,Total-Cholesterol
S-LDL-C%,0.82 [0.76-0.88],0.069,,Cholesterol to Total-Lipids in Small LDL percentage
Total-CE,0.82 [0.76-0.89],0.248,,Total-Esterified Cholesterol
PC,0.80 [0.74-0.88],0.203,,Phosphatidylcholines
Total-P,0.79 [0.72-0.87],0.258,,Total-Concentration of Lipoprotein Particles
